gem,version,downloads,doc_coverage_pct,methods_documented,methods_total,has_readme,readme,readme_bytes,has_changelog,has_license,doc_dir_files,doc_files,link_docs,docs_host,doc_is_autogen,link_home,link_changelog,link_wiki,link_code,link_bugs,github_url
aws-sdk-apigatewayv2,1.96.0,71865018,89.1,115,129,False,,0,True,True,0,2,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-apigatewayv2/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-apigatewayv2,,https://github.com/aws/aws-sdk-ruby
aws-sdk-apigateway,1.137.0,96842314,89.1,139,156,False,,0,True,True,0,2,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-apigateway/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-apigateway,,https://github.com/aws/aws-sdk-ruby
aws-sdk-iotwireless,1.90.0,41799059,89.0,129,145,False,,0,True,True,0,2,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-iotwireless/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-iotwireless,,https://github.com/aws/aws-sdk-ruby
karafka,2.6.1,28312737,88.9,1400,1574,True,README.md,5718,True,True,0,3,https://karafka.io/docs,karafka.io,False,https://karafka.io,https://karafka.io/docs/Changelog-Karafka,,https://github.com/karafka/karafka,https://github.com/karafka/karafka/issues,https://github.com/karafka/karafka
gruf,2.22.0,7480802,88.8,159,179,True,README.md,3429,True,False,0,3,,,False,https://github.com/bigcommerce/gruf,https://github.com/bigcommerce/gruf/blob/main/CHANGELOG.md,https://github.com/bigcommerce/gruf/wiki,,https://github.com/bigcommerce/gruf/issues,https://github.com/bigcommerce/gruf
molinillo,0.8.0,113076984,88.7,149,168,True,README.md,1409,True,True,0,3,https://www.rubydoc.info/gems/molinillo/0.8.0,rubydoc.info,True,https://github.com/CocoaPods/Molinillo,,,,,https://github.com/cocoapods/molinillo
aws-sdk-cleanrooms,1.79.0,18968005,88.7,125,141,False,,0,True,True,0,2,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-cleanrooms/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-cleanrooms,,https://github.com/aws/aws-sdk-ruby
rdkafka,0.29.1,21420186,88.7,235,265,True,README.md,8058,True,False,0,2,https://karafka.io/docs,karafka.io,False,https://karafka.io,https://karafka.io/docs/Changelog-Rdkafka,,https://github.com/karafka/rdkafka-ruby,https://github.com/karafka/rdkafka-ruby/issues,https://github.com/karafka/rdkafka-ruby
elftools,2.2.0,3834636,88.6,233,263,True,README.md,13790,False,False,0,1,,,False,https://github.com/david942j/rbelftools,https://github.com/david942j/rbelftools/blob/v2.0.0/CHANGELOG.md,,,,https://github.com/david942j/rbelftools
allure-cucumber,2.29.1,7424078,88.6,62,70,True,README.md,4571,False,False,0,1,https://github.com/allure-framework/allure-ruby/blob/master/allure-cucumber/README.md,github.com,False,https://github.com/allure-framework/allure-ruby,https://github.com/allure-framework/allure-ruby/releases,https://github.com/allure-framework/allure-ruby/wiki,https://github.com/allure-framework/allure-ruby/tree/master/allure-cucumber,https://github.com/allure-framework/allure-ruby/issues,https://github.com/9ikhan/allure-cucumber
google-cloud-bigquery,1.64.0,26054243,88.5,1135,1283,False,,0,True,True,0,7,http://googlecloudplatform.github.io/google-cloud-ruby/#/docs/google-cloud-bigquery/latest,googlecloudplatform.github.io,False,https://github.com/googleapis/google-cloud-ruby/tree/master/google-cloud-bigquery,,,,https://github.com/GoogleCloudPlatform/google-cloud-ruby/labels/API%3A%20bigquery,https://github.com/googleapis/google-cloud-ruby
aws-sdk-mgn,1.74.0,38272943,88.4,130,147,False,,0,True,True,0,2,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-mgn/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-mgn,,https://github.com/aws/aws-sdk-ruby
claide,1.1.0,248619897,88.3,98,111,True,README.md,4608,True,True,0,2,http://rubydoc.info/gems/claide,rubydoc.info,True,https://github.com/CocoaPods/CLAide,,,,,https://github.com/cocoapods/claide
aws-sdk-autoscaling,1.166.0,111970074,88.3,363,411,False,,0,True,True,0,2,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-autoscaling/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-autoscaling,,https://github.com/aws/aws-sdk-ruby
aws-sdk-iot,1.173.0,91796329,88.2,313,355,False,,0,True,True,0,2,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-iot/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-iot,,https://github.com/aws/aws-sdk-ruby
dry-validation,1.11.1,117463313,88.2,97,110,True,README.md,699,True,True,0,2,,,False,https://dry-rb.org/gems/dry-validation,https://github.com/dry-rb/dry-validation/blob/main/CHANGELOG.md,,https://github.com/dry-rb/dry-validation,https://github.com/dry-rb/dry-validation/issues,https://github.com/dry-rb/dry-validation
aws-sdk-wellarchitected,1.72.0,40782528,88.1,119,135,False,,0,True,True,0,2,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-wellarchitected/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-wellarchitected,,https://github.com/aws/aws-sdk-ruby
karafka-rdkafka,0.28.1,24769891,88.1,236,268,True,README.md,4421,True,False,0,2,https://karafka.io/docs,karafka.io,False,https://karafka.io,https://karafka.io/docs/Changelog-Karafka-Rdkafka/,,https://github.com/karafka/karafka-rdkafka,https://github.com/karafka/karafka-rdkafka/issues,https://github.com/karafka/karafka-rdkafka
protocol-http,0.71.0,18698046,88.1,357,405,True,readme.md,4778,False,True,0,11,https://socketry.github.io/protocol-http/,socketry.github.io,False,https://github.com/socketry/protocol-http,,,https://github.com/socketry/protocol-http.git,,https://github.com/socketry/protocol-http
addressable,2.9.0,1248517381,88.1,119,135,True,README.md,3260,True,True,0,3,,,False,https://github.com/sporkmonger/addressable,https://github.com/sporkmonger/addressable/blob/main/CHANGELOG.md#v2.9.0,,,,https://github.com/sporkmonger/addressable
aws-sdk-iam,1.152.0,151436948,88.1,624,708,False,,0,True,True,0,2,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-iam/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-iam,,https://github.com/aws/aws-sdk-ruby
aws-sdk-ivs,1.91.0,46562729,87.9,145,165,False,,0,True,True,0,2,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-ivs/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-ivs,,https://github.com/aws/aws-sdk-ruby
aws-sdk-networkmanager,1.82.0,55202119,87.8,122,139,False,,0,True,True,0,2,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-networkmanager/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-networkmanager,,https://github.com/aws/aws-sdk-ruby
chunky_png,1.4.0,205566811,87.5,267,305,True,README.md,3871,True,True,7,8,,,False,https://github.com/wvanbergen/chunky_png/wiki,,,https://github.com/wvanbergen/chunky_png,,https://github.com/wvanbergen/chunky_png
tty-markdown,0.7.2,28274703,87.3,48,55,True,README.md,11007,True,True,0,3,https://www.rubydoc.info/gems/tty-markdown,rubydoc.info,True,https://ttytoolkit.org,https://github.com/piotrmurach/tty-markdown/blob/master/CHANGELOG.md,,https://github.com/piotrmurach/tty-markdown,https://github.com/piotrmurach/tty-markdown/issues,https://github.com/piotrmurach/tty-markdown
aws-sdk-pinpointsmsvoicev2,1.61.0,25522347,87.3,131,150,False,,0,True,True,0,2,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-pinpointsmsvoicev2/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-pinpointsmsvoicev2,,https://github.com/aws/aws-sdk-ruby
socketry,0.5.1,10689769,87.3,48,55,True,README.md,3956,True,True,0,3,https://www.rubydoc.info/gems/socketry/0.5.1,rubydoc.info,True,https://github.com/socketry/socketry/,,,,,https://github.com/socketry/socketry
libxml-ruby,6.0.0,29458689,87.3,117,134,True,README.md,1744,True,True,0,3,,,False,https://xml4r.github.io/libxml-ruby/,,,,,https://github.com/xml4r/libxml-ruby
google-cloud-env,2.4.0,331290096,87.2,109,125,True,README.md,2045,True,True,0,5,https://rubydoc.info/gems/google-cloud-env/2.4.0,rubydoc.info,True,https://github.com/googleapis/ruby-cloud-env,https://rubydoc.info/gems/google-cloud-env/2.4.0/CHANGELOG.md,,,https://github.com/googleapis/ruby-cloud-env/issues,https://github.com/googleapis/ruby-cloud-env
aws-sdk-ivsrealtime,1.66.0,17021643,87.0,107,123,False,,0,True,True,0,2,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-ivsrealtime/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-ivsrealtime,,https://github.com/aws/aws-sdk-ruby
packwerk,3.3.1,21261919,86.9,258,297,True,README.md,5076,True,True,0,3,,,False,https://github.com/Shopify/packwerk,https://github.com/Shopify/packwerk/releases,,,,https://github.com/shopify/packwerk
tty-table,0.12.0,33674867,86.8,171,197,True,README.md,21224,True,True,0,3,https://www.rubydoc.info/gems/tty-table,rubydoc.info,True,https://ttytoolkit.org,https://github.com/piotrmurach/tty-table/blob/master/CHANGELOG.md,,https://github.com/piotrmurach/tty-table,https://github.com/piotrmurach/tty-table/issues,https://github.com/piotrmurach/tty-table
hitimes,3.2.0,62869921,86.8,46,53,True,README.md,4783,True,True,0,5,,,False,https://github.com/copiousfreetime/hitimes,https://github.com/copiousfreetime/hitimes/blob/master/HISTORY.md,,,https://github.com/copiousfreetime/hitimes/issues,https://github.com/copiousfreetime/hitimes
signet,0.22.0,491573212,86.5,141,163,True,README.md,1817,True,True,0,4,,,False,https://github.com/googleapis/signet,https://github.com/googleapis/signet/blob/main/CHANGELOG.md,,,https://github.com/googleapis/signet/issues,https://github.com/googleapis/signet
http-form_data,3.0.1,203539480,86.5,32,37,True,README.md,3211,True,True,0,3,https://www.rubydoc.info/gems/http-form_data/3.0.1,rubydoc.info,True,https://github.com/httprb/form_data,https://github.com/httprb/form_data/blob/v3.0.1/CHANGELOG.md,,https://github.com/httprb/form_data/tree/v3.0.1,https://github.com/httprb/form_data/issues,https://github.com/httprb/form_data
httpauth,0.2.1,7722091,86.5,45,52,True,README.md,1838,False,True,0,1,https://www.rubydoc.info/gems/httpauth/0.2.1,rubydoc.info,True,https://github.com/Manfred/HTTPauth,,,,,https://github.com/manfred/httpauth
dry-cli,1.4.1,38712605,86.4,95,110,True,README.md,509,True,True,0,2,,,False,https://dry-rb.org/gems/dry-cli,https://github.com/dry-rb/dry-cli/blob/main/CHANGELOG.md,,https://github.com/dry-rb/dry-cli,https://github.com/dry-rb/dry-cli/issues,https://github.com/dry-rb/dry-cli
aws-sdk-securityhub,1.163.0,75841178,86.4,152,176,False,,0,True,True,0,2,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-securityhub/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-securityhub,,https://github.com/aws/aws-sdk-ruby
spoom,1.8.7,33497584,86.2,716,831,True,README.md,9470,False,False,0,1,https://www.rubydoc.info/gems/spoom/1.8.7,rubydoc.info,True,https://github.com/Shopify/spoom,,,,,https://github.com/shopify/spoom
rbi,0.4.3,31093047,86.2,643,746,True,README.md,4385,False,False,0,1,https://www.rubydoc.info/gems/rbi/0.4.3,rubydoc.info,True,https://github.com/Shopify/rbi,,,,,https://github.com/shopify/rbi
colorize,1.1.0,166488669,86.1,31,36,True,README.md,6250,True,True,0,2,http://rdoc.info/projects/fazibear/colorize,rdoc.info,True,http://github.com/fazibear/colorize,,,,,https://github.com/fazibear/colorize
aws-sdk-glue,1.270.0,96555981,86.0,357,415,False,,0,True,True,0,2,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-glue/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-glue,,https://github.com/aws/aws-sdk-ruby
allure-rspec,2.29.1,20492241,86.0,43,50,True,README.md,5029,False,False,0,1,https://github.com/allure-framework/allure-ruby/blob/master/allure-rspec/README.md,github.com,False,https://github.com/allure-framework/allure-ruby/tree/master/allure-rspec,https://github.com/allure-framework/allure-ruby/releases,https://github.com/allure-framework/allure-ruby/wiki,,https://github.com/allure-framework/allure-ruby/issues,https://github.com/allure-framework/allure-ruby
rbpdf,1.21.4,2368581,86.0,92,107,True,README.md,1982,True,True,0,3,https://www.rubydoc.info/gems/rbpdf/1.21.4,rubydoc.info,True,,,,https://github.com/naitoh/rbpdf,https://github.com/naitoh/rbpdf/issues,https://github.com/naitoh/rbpdf
avatax,26.8.3,10698245,86.0,453,527,True,README.md,3836,False,True,0,3,http://www.rubydoc.info/github/avadev/AvaTax-REST-V2-Ruby-SDK/,rubydoc.info,True,https://github.com/avadev/AvaTax-REST-V2-Ruby-SDK,,http://developer.avalara.com/,,,https://github.com/avadev/avatax-rest-v2-ruby-sdk
samovar,2.5.1,2686615,85.9,128,149,True,readme.md,6111,False,True,0,5,https://ioquatix.github.io/samovar/,ioquatix.github.io,False,https://github.com/ioquatix/samovar,,,https://github.com/ioquatix/samovar.git,,https://github.com/ioquatix/samovar
aws-sdk-drs,1.70.0,30699784,85.8,103,120,False,,0,True,True,0,2,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-drs/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-drs,,https://github.com/aws/aws-sdk-ruby
aws-sdk-workspacesweb,1.66.0,29465446,85.8,103,120,False,,0,True,True,0,2,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-workspacesweb/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-workspacesweb,,https://github.com/aws/aws-sdk-ruby
dry-events,1.1.0,13221117,85.7,36,42,True,README.md,672,True,True,0,2,,,False,https://dry-rb.org/gems/dry-events,https://github.com/dry-rb/dry-events/blob/main/CHANGELOG.md,,https://github.com/dry-rb/dry-events,https://github.com/dry-rb/dry-events/issues,https://github.com/dry-rb/dry-events
