package,version,documentation,doc_coverage_pct,obtainable_by_download,download_url,size_kb
aws-sdk-codestarconnections,1.77.0,in the package,65.3,Yes,https://rubygems.org/downloads/aws-sdk-codestarconnections-1.77.0.gem,42.0
aws-sdk-codestarnotifications,1.69.0,in the package,60.5,Yes,https://rubygems.org/downloads/aws-sdk-codestarnotifications-1.69.0.gem,31.5
aws-sdk-cognitoidentity,1.91.0,in the package,66.1,Yes,https://rubygems.org/downloads/aws-sdk-cognitoidentity-1.91.0.gem,44.0
aws-sdk-cognitoidentityprovider,1.151.0,in the package,74.3,Yes,https://rubygems.org/downloads/aws-sdk-cognitoidentityprovider-1.151.0.gem,283.0
aws-sdk-cognitosync,1.85.0,in the package,61.4,Yes,https://rubygems.org/downloads/aws-sdk-cognitosync-1.85.0.gem,34.5
aws-sdk-comprehend,1.117.0,in the package,81.2,Yes,https://rubygems.org/downloads/aws-sdk-comprehend-1.117.0.gem,119.5
aws-sdk-comprehendmedical,1.85.0,in the package,69.6,Yes,https://rubygems.org/downloads/aws-sdk-comprehendmedical-1.85.0.gem,43.0
aws-sdk-computeoptimizer,1.100.0,in the package,70.0,Yes,https://rubygems.org/downloads/aws-sdk-computeoptimizer-1.100.0.gem,104.0
aws-sdk-configservice,1.156.0,in the package,62.3,Yes,https://rubygems.org/downloads/aws-sdk-configservice-1.156.0.gem,258.5
aws-sdk-connect,1.275.0,in the package,91.9,Yes,https://rubygems.org/downloads/aws-sdk-connect-1.275.0.gem,547.5
aws-sdk-connectcampaignservice,1.51.0,in the package,69.7,Yes,https://rubygems.org/downloads/aws-sdk-connectcampaignservice-1.51.0.gem,33.0
aws-sdk-connectcases,1.71.0,in the package,76.3,Yes,https://rubygems.org/downloads/aws-sdk-connectcases-1.71.0.gem,69.5
aws-sdk-connectcontactlens,1.61.0,in the package,44.0,Yes,https://rubygems.org/downloads/aws-sdk-connectcontactlens-1.61.0.gem,25.0
aws-sdk-connectparticipant,1.82.0,in the package,61.0,Yes,https://rubygems.org/downloads/aws-sdk-connectparticipant-1.82.0.gem,37.5
aws-sdk-connectwisdomservice,1.65.0,in the package,75.7,Yes,https://rubygems.org/downloads/aws-sdk-connectwisdomservice-1.65.0.gem,60.5
aws-sdk-controltower,1.63.0,in the package,69.4,Yes,https://rubygems.org/downloads/aws-sdk-controltower-1.63.0.gem,44.5
aws-sdk-core,3.254.1,in the package,29.8,Yes,https://rubygems.org/downloads/aws-sdk-core-3.254.1.gem,417.5
aws-sdk-costandusagereportservice,1.91.0,in the package,54.8,Yes,https://rubygems.org/downloads/aws-sdk-costandusagereportservice-1.91.0.gem,28.0
aws-sdk-costexplorer,1.154.0,in the package,74.2,Yes,https://rubygems.org/downloads/aws-sdk-costexplorer-1.154.0.gem,129.5
aws-sdk-customerprofiles,1.93.0,in the package,89.9,Yes,https://rubygems.org/downloads/aws-sdk-customerprofiles-1.93.0.gem,168.5
aws-sdk-databasemigrationservice,1.149.0,in the package,76.2,Yes,https://rubygems.org/downloads/aws-sdk-databasemigrationservice-1.149.0.gem,257.0
aws-sdk-dataexchange,1.87.0,in the package,77.8,Yes,https://rubygems.org/downloads/aws-sdk-dataexchange-1.87.0.gem,63.5
aws-sdk-datapipeline,1.85.0,in the package,67.4,Yes,https://rubygems.org/downloads/aws-sdk-datapipeline-1.85.0.gem,39.0
aws-sdk-datasync,1.127.0,in the package,85.1,Yes,https://rubygems.org/downloads/aws-sdk-datasync-1.127.0.gem,110.0
aws-sdk-dax,1.89.0,in the package,43.1,Yes,https://rubygems.org/downloads/aws-sdk-dax-1.89.0.gem,43.5
aws-sdk-detective,1.85.0,in the package,75.0,Yes,https://rubygems.org/downloads/aws-sdk-detective-1.85.0.gem,47.0
aws-sdk-devicefarm,1.110.0,in the package,82.2,Yes,https://rubygems.org/downloads/aws-sdk-devicefarm-1.110.0.gem,107.5
aws-sdk-devopsguru,1.77.0,in the package,76.8,Yes,https://rubygems.org/downloads/aws-sdk-devopsguru-1.77.0.gem,72.5
aws-sdk-directconnect,1.115.0,in the package,83.5,Yes,https://rubygems.org/downloads/aws-sdk-directconnect-1.115.0.gem,82.0
aws-sdk-directoryservice,1.106.0,in the package,76.7,Yes,https://rubygems.org/downloads/aws-sdk-directoryservice-1.106.0.gem,98.5
aws-sdk-dlm,1.105.0,in the package,66.7,Yes,https://rubygems.org/downloads/aws-sdk-dlm-1.105.0.gem,43.0
aws-sdk-docdb,1.107.0,in the package,47.1,Yes,https://rubygems.org/downloads/aws-sdk-docdb-1.107.0.gem,110.5
aws-sdk-docdbelastic,1.48.0,in the package,67.9,Yes,https://rubygems.org/downloads/aws-sdk-docdbelastic-1.48.0.gem,37.5
aws-sdk-drs,1.70.0,in the package,85.8,Yes,https://rubygems.org/downloads/aws-sdk-drs-1.70.0.gem,92.0
aws-sdk-dynamodb,1.172.0,in the package,55.2,Yes,https://rubygems.org/downloads/aws-sdk-dynamodb-1.172.0.gem,239.5
aws-sdk-dynamodbstreams,1.94.0,in the package,31.8,Yes,https://rubygems.org/downloads/aws-sdk-dynamodbstreams-1.94.0.gem,35.0
aws-sdk-ebs,1.76.0,in the package,58.5,Yes,https://rubygems.org/downloads/aws-sdk-ebs-1.76.0.gem,31.5
aws-sdk-ec2,1.644.0,in the package,94.1,Yes,https://rubygems.org/downloads/aws-sdk-ec2-1.644.0.gem,1758.5
aws-sdk-ec2instanceconnect,1.74.0,in the package,47.5,Yes,https://rubygems.org/downloads/aws-sdk-ec2instanceconnect-1.74.0.gem,24.0
aws-sdk-ecr,1.132.0,in the package,66.9,Yes,https://rubygems.org/downloads/aws-sdk-ecr-1.132.0.gem,99.0
aws-sdk-ecrpublic,1.68.0,in the package,62.9,Yes,https://rubygems.org/downloads/aws-sdk-ecrpublic-1.68.0.gem,43.5
aws-sdk-ecs,1.245.0,in the package,71.7,Yes,https://rubygems.org/downloads/aws-sdk-ecs-1.245.0.gem,337.5
aws-sdk-efs,1.113.0,in the package,71.3,Yes,https://rubygems.org/downloads/aws-sdk-efs-1.113.0.gem,66.5
aws-sdk-eks,1.176.0,in the package,79.8,Yes,https://rubygems.org/downloads/aws-sdk-eks-1.176.0.gem,173.5
aws-sdk-elasticache,1.148.0,in the package,49.4,Yes,https://rubygems.org/downloads/aws-sdk-elasticache-1.148.0.gem,177.0
aws-sdk-elasticbeanstalk,1.106.0,in the package,64.4,Yes,https://rubygems.org/downloads/aws-sdk-elasticbeanstalk-1.106.0.gem,91.0
aws-sdk-elasticinference,1.53.0,in the package,53.8,Yes,https://rubygems.org/downloads/aws-sdk-elasticinference-1.53.0.gem,25.5
aws-sdk-elasticloadbalancing,1.92.0,in the package,52.7,Yes,https://rubygems.org/downloads/aws-sdk-elasticloadbalancing-1.92.0.gem,53.0
aws-sdk-elasticloadbalancingv2,1.157.0,in the package,47.0,Yes,https://rubygems.org/downloads/aws-sdk-elasticloadbalancingv2-1.157.0.gem,106.5
aws-sdk-elasticsearchservice,1.124.0,in the package,74.0,Yes,https://rubygems.org/downloads/aws-sdk-elasticsearchservice-1.124.0.gem,92.0
aws-sdk-elastictranscoder,1.80.0,in the package,58.1,Yes,https://rubygems.org/downloads/aws-sdk-elastictranscoder-1.80.0.gem,80.0
aws-sdk-emr,1.135.0,in the package,83.0,Yes,https://rubygems.org/downloads/aws-sdk-emr-1.135.0.gem,138.5
aws-sdk-emrcontainers,1.76.0,in the package,71.4,Yes,https://rubygems.org/downloads/aws-sdk-emrcontainers-1.76.0.gem,51.0
aws-sdk-emrserverless,1.70.0,in the package,69.6,Yes,https://rubygems.org/downloads/aws-sdk-emrserverless-1.70.0.gem,54.0
aws-sdk-eventbridge,1.102.0,in the package,72.9,Yes,https://rubygems.org/downloads/aws-sdk-eventbridge-1.102.0.gem,95.5
aws-sdk-finspace,1.70.0,in the package,75.9,Yes,https://rubygems.org/downloads/aws-sdk-finspace-1.70.0.gem,84.5
aws-sdk-finspacedata,1.69.0,in the package,71.4,Yes,https://rubygems.org/downloads/aws-sdk-finspacedata-1.69.0.gem,52.0
aws-sdk-firehose,1.112.0,in the package,61.4,Yes,https://rubygems.org/downloads/aws-sdk-firehose-1.112.0.gem,91.5
aws-sdk-fis,1.68.0,in the package,72.9,Yes,https://rubygems.org/downloads/aws-sdk-fis-1.68.0.gem,46.5
aws-sdk-fms,1.109.0,in the package,77.9,Yes,https://rubygems.org/downloads/aws-sdk-fms-1.109.0.gem,91.0
aws-sdk-forecastqueryservice,1.71.0,in the package,46.2,Yes,https://rubygems.org/downloads/aws-sdk-forecastqueryservice-1.71.0.gem,23.0
aws-sdk-forecastservice,1.89.0,in the package,83.1,Yes,https://rubygems.org/downloads/aws-sdk-forecastservice-1.89.0.gem,101.5
aws-sdk-frauddetector,1.88.0,in the package,84.2,Yes,https://rubygems.org/downloads/aws-sdk-frauddetector-1.88.0.gem,80.0
aws-sdk-fsx,1.137.0,in the package,69.2,Yes,https://rubygems.org/downloads/aws-sdk-fsx-1.137.0.gem,214.0
aws-sdk-gamelift,1.134.0,in the package,84.9,Yes,https://rubygems.org/downloads/aws-sdk-gamelift-1.134.0.gem,279.5
aws-sdk-glacier,1.96.0,in the package,82.5,Yes,https://rubygems.org/downloads/aws-sdk-glacier-1.96.0.gem,80.0
aws-sdk-globalaccelerator,1.94.0,in the package,73.6,Yes,https://rubygems.org/downloads/aws-sdk-globalaccelerator-1.94.0.gem,68.5
aws-sdk-glue,1.270.0,in the package,86.0,Yes,https://rubygems.org/downloads/aws-sdk-glue-1.270.0.gem,477.0
aws-sdk-gluedatabrew,1.72.0,in the package,78.6,Yes,https://rubygems.org/downloads/aws-sdk-gluedatabrew-1.72.0.gem,70.0
aws-sdk-greengrass,1.98.0,in the package,90.2,Yes,https://rubygems.org/downloads/aws-sdk-greengrass-1.98.0.gem,67.5
aws-sdk-greengrassv2,1.74.0,in the package,76.7,Yes,https://rubygems.org/downloads/aws-sdk-greengrassv2-1.74.0.gem,61.5
aws-sdk-groundstation,1.88.0,in the package,76.6,Yes,https://rubygems.org/downloads/aws-sdk-groundstation-1.88.0.gem,78.0
aws-sdk-guardduty,1.160.0,in the package,89.3,Yes,https://rubygems.org/downloads/aws-sdk-guardduty-1.160.0.gem,191.5
aws-sdk-health,1.102.0,in the package,64.7,Yes,https://rubygems.org/downloads/aws-sdk-health-1.102.0.gem,40.5
aws-sdk-healthlake,1.70.0,in the package,64.6,Yes,https://rubygems.org/downloads/aws-sdk-healthlake-1.70.0.gem,58.5
aws-sdk-honeycode,1.32.0,in the package,48.4,Yes,https://rubygems.org/downloads/aws-sdk-honeycode-1.32.0.gem,41.0
aws-sdk-iam,1.152.0,in the package,88.1,Yes,https://rubygems.org/downloads/aws-sdk-iam-1.152.0.gem,248.5
aws-sdk-identitystore,1.72.0,in the package,71.2,Yes,https://rubygems.org/downloads/aws-sdk-identitystore-1.72.0.gem,41.5
aws-sdk-imagebuilder,1.109.0,in the package,77.9,Yes,https://rubygems.org/downloads/aws-sdk-imagebuilder-1.109.0.gem,128.0
aws-sdk-importexport,1.74.0,in the package,59.6,Yes,https://rubygems.org/downloads/aws-sdk-importexport-1.74.0.gem,27.0
aws-sdk-inspector,1.93.0,in the package,78.3,Yes,https://rubygems.org/downloads/aws-sdk-inspector-1.93.0.gem,57.0
aws-sdk-inspector2,1.81.0,in the package,81.5,Yes,https://rubygems.org/downloads/aws-sdk-inspector2-1.81.0.gem,162.5
aws-sdk-iot,1.173.0,in the package,88.2,Yes,https://rubygems.org/downloads/aws-sdk-iot-1.173.0.gem,316.0
aws-sdk-iot1clickdevicesservice,1.63.0,in the package,66.7,Yes,https://rubygems.org/downloads/aws-sdk-iot1clickdevicesservice-1.63.0.gem,26.5
aws-sdk-iot1clickprojects,1.65.0,in the package,68.9,Yes,https://rubygems.org/downloads/aws-sdk-iot1clickprojects-1.65.0.gem,28.5
aws-sdk-iotanalytics,1.93.0,in the package,75.0,Yes,https://rubygems.org/downloads/aws-sdk-iotanalytics-1.93.0.gem,60.0
aws-sdk-iotdataplane,1.93.0,in the package,57.1,Yes,https://rubygems.org/downloads/aws-sdk-iotdataplane-1.93.0.gem,34.5
aws-sdk-iotdeviceadvisor,1.67.0,in the package,63.9,Yes,https://rubygems.org/downloads/aws-sdk-iotdeviceadvisor-1.67.0.gem,32.0
aws-sdk-iotevents,1.84.0,in the package,70.0,Yes,https://rubygems.org/downloads/aws-sdk-iotevents-1.84.0.gem,59.0
aws-sdk-ioteventsdata,1.77.0,in the package,61.1,Yes,https://rubygems.org/downloads/aws-sdk-ioteventsdata-1.77.0.gem,33.0
aws-sdk-iotfleethub,1.51.0,in the package,55.9,Yes,https://rubygems.org/downloads/aws-sdk-iotfleethub-1.51.0.gem,25.0
aws-sdk-iotfleetwise,1.66.0,in the package,82.4,Yes,https://rubygems.org/downloads/aws-sdk-iotfleetwise-1.66.0.gem,90.0
aws-sdk-iotjobsdataplane,1.83.0,in the package,53.5,Yes,https://rubygems.org/downloads/aws-sdk-iotjobsdataplane-1.83.0.gem,29.0
aws-sdk-iotsecuretunneling,1.70.0,in the package,57.7,Yes,https://rubygems.org/downloads/aws-sdk-iotsecuretunneling-1.70.0.gem,26.5
aws-sdk-iotsitewise,1.108.0,in the package,80.3,Yes,https://rubygems.org/downloads/aws-sdk-iotsitewise-1.108.0.gem,222.0
aws-sdk-iotthingsgraph,1.73.0,in the package,74.6,Yes,https://rubygems.org/downloads/aws-sdk-iotthingsgraph-1.73.0.gem,44.0
aws-sdk-iottwinmaker,1.58.0,in the package,72.7,Yes,https://rubygems.org/downloads/aws-sdk-iottwinmaker-1.58.0.gem,66.5
aws-sdk-iotwireless,1.90.0,in the package,89.0,Yes,https://rubygems.org/downloads/aws-sdk-iotwireless-1.90.0.gem,116.0
aws-sdk-ivs,1.91.0,in the package,87.9,Yes,https://rubygems.org/downloads/aws-sdk-ivs-1.91.0.gem,62.0
aws-sdk-ivschat,1.60.0,in the package,71.2,Yes,https://rubygems.org/downloads/aws-sdk-ivschat-1.60.0.gem,35.5
aws-sdk-kafka,1.119.0,in the package,79.8,Yes,https://rubygems.org/downloads/aws-sdk-kafka-1.119.0.gem,94.5
aws-sdk-kafkaconnect,1.61.0,in the package,65.3,Yes,https://rubygems.org/downloads/aws-sdk-kafkaconnect-1.61.0.gem,43.0
aws-sdk-kendra,1.117.0,in the package,80.0,Yes,https://rubygems.org/downloads/aws-sdk-kendra-1.117.0.gem,172.5
aws-sdk-kendraranking,1.48.0,in the package,56.4,Yes,https://rubygems.org/downloads/aws-sdk-kendraranking-1.48.0.gem,28.5
aws-sdk-keyspaces,1.60.0,in the package,67.4,Yes,https://rubygems.org/downloads/aws-sdk-keyspaces-1.60.0.gem,51.0
aws-sdk-kinesis,1.106.0,in the package,44.2,Yes,https://rubygems.org/downloads/aws-sdk-kinesis-1.106.0.gem,99.5
aws-sdk-kinesisanalytics,1.89.0,in the package,65.0,Yes,https://rubygems.org/downloads/aws-sdk-kinesisanalytics-1.89.0.gem,50.5
aws-sdk-kinesisanalyticsv2,1.95.0,in the package,70.7,Yes,https://rubygems.org/downloads/aws-sdk-kinesisanalyticsv2-1.95.0.gem,85.0
aws-sdk-kinesisvideo,1.97.0,in the package,68.4,Yes,https://rubygems.org/downloads/aws-sdk-kinesisvideo-1.97.0.gem,54.5
aws-sdk-kinesisvideoarchivedmedia,1.92.0,in the package,52.6,Yes,https://rubygems.org/downloads/aws-sdk-kinesisvideoarchivedmedia-1.92.0.gem,43.5
aws-sdk-kinesisvideomedia,1.85.0,in the package,44.4,Yes,https://rubygems.org/downloads/aws-sdk-kinesisvideomedia-1.85.0.gem,24.0
aws-sdk-kinesisvideosignalingchannels,1.67.0,in the package,46.4,Yes,https://rubygems.org/downloads/aws-sdk-kinesisvideosignalingchannels-1.67.0.gem,23.0
aws-sdk-kinesisvideowebrtcstorage,1.48.0,in the package,45.8,Yes,https://rubygems.org/downloads/aws-sdk-kinesisvideowebrtcstorage-1.48.0.gem,21.5
aws-sdk-kms,1.130.0,in the package,65.2,Yes,https://rubygems.org/downloads/aws-sdk-kms-1.130.0.gem,174.0
aws-sdk-lakeformation,1.93.0,in the package,73.9,Yes,https://rubygems.org/downloads/aws-sdk-lakeformation-1.93.0.gem,84.5
aws-sdk-lambda,1.194.0,in the package,73.0,Yes,https://rubygems.org/downloads/aws-sdk-lambda-1.194.0.gem,197.5
aws-sdk-lambdapreview,1.50.0,in the package,82.8,Yes,https://rubygems.org/downloads/aws-sdk-lambdapreview-1.50.0.gem,28.0
aws-sdk-lex,1.96.0,in the package,52.4,Yes,https://rubygems.org/downloads/aws-sdk-lex-1.96.0.gem,40.5
aws-sdk-lexmodelbuildingservice,1.108.0,in the package,77.0,Yes,https://rubygems.org/downloads/aws-sdk-lexmodelbuildingservice-1.108.0.gem,84.5
aws-sdk-lexmodelsv2,1.95.0,in the package,83.9,Yes,https://rubygems.org/downloads/aws-sdk-lexmodelsv2-1.95.0.gem,227.5
aws-sdk-lexruntimev2,1.71.0,in the package,37.7,Yes,https://rubygems.org/downloads/aws-sdk-lexruntimev2-1.71.0.gem,51.5
aws-sdk-licensemanager,1.94.0,in the package,76.8,Yes,https://rubygems.org/downloads/aws-sdk-licensemanager-1.94.0.gem,80.0
aws-sdk-licensemanagerlinuxsubscriptions,1.47.0,in the package,60.6,Yes,https://rubygems.org/downloads/aws-sdk-licensemanagerlinuxsubscriptions-1.47.0.gem,30.0
aws-sdk-licensemanagerusersubscriptions,1.54.0,in the package,64.4,Yes,https://rubygems.org/downloads/aws-sdk-licensemanagerusersubscriptions-1.54.0.gem,38.0
aws-sdk-lightsail,1.135.0,in the package,92.1,Yes,https://rubygems.org/downloads/aws-sdk-lightsail-1.135.0.gem,229.0
aws-sdk-locationservice,1.90.0,in the package,80.2,Yes,https://rubygems.org/downloads/aws-sdk-locationservice-1.90.0.gem,116.0
aws-sdk-lookoutequipment,1.67.0,in the package,79.2,Yes,https://rubygems.org/downloads/aws-sdk-lookoutequipment-1.67.0.gem,75.5
aws-sdk-lookoutforvision,1.57.0,in the package,74.2,Yes,https://rubygems.org/downloads/aws-sdk-lookoutforvision-1.57.0.gem,46.0
aws-sdk-lookoutmetrics,1.61.0,in the package,76.5,Yes,https://rubygems.org/downloads/aws-sdk-lookoutmetrics-1.61.0.gem,54.5
aws-sdk-machinelearning,1.89.0,in the package,69.3,Yes,https://rubygems.org/downloads/aws-sdk-machinelearning-1.89.0.gem,61.0
aws-sdk-macie,1.48.0,in the package,55.0,Yes,https://rubygems.org/downloads/aws-sdk-macie-1.48.0.gem,22.5
aws-sdk-macie2,1.105.0,in the package,83.6,Yes,https://rubygems.org/downloads/aws-sdk-macie2-1.105.0.gem,109.5
aws-sdk-mainframemodernization,1.54.0,in the package,73.9,Yes,https://rubygems.org/downloads/aws-sdk-mainframemodernization-1.54.0.gem,60.5
aws-sdk-managedblockchain,1.88.0,in the package,68.9,Yes,https://rubygems.org/downloads/aws-sdk-managedblockchain-1.88.0.gem,49.0
aws-sdk-managedgrafana,1.66.0,in the package,73.9,Yes,https://rubygems.org/downloads/aws-sdk-managedgrafana-1.66.0.gem,52.5
aws-sdk-marketplacecatalog,1.84.0,in the package,63.0,Yes,https://rubygems.org/downloads/aws-sdk-marketplacecatalog-1.84.0.gem,58.0
aws-sdk-marketplacecommerceanalytics,1.91.0,in the package,44.4,Yes,https://rubygems.org/downloads/aws-sdk-marketplacecommerceanalytics-1.91.0.gem,26.0
aws-sdk-marketplaceentitlementservice,1.89.0,in the package,42.9,Yes,https://rubygems.org/downloads/aws-sdk-marketplaceentitlementservice-1.89.0.gem,24.0
aws-sdk-marketplacemetering,1.103.0,in the package,50.0,Yes,https://rubygems.org/downloads/aws-sdk-marketplacemetering-1.103.0.gem,34.5
aws-sdk-mediaconnect,1.105.0,in the package,74.2,Yes,https://rubygems.org/downloads/aws-sdk-mediaconnect-1.105.0.gem,147.5
aws-sdk-mediaconvert,1.192.0,in the package,74.2,Yes,https://rubygems.org/downloads/aws-sdk-mediaconvert-1.192.0.gem,316.0
aws-sdk-medialive,1.195.0,in the package,79.8,Yes,https://rubygems.org/downloads/aws-sdk-medialive-1.195.0.gem,372.0
aws-sdk-mediapackage,1.106.0,in the package,66.7,Yes,https://rubygems.org/downloads/aws-sdk-mediapackage-1.106.0.gem,45.5
aws-sdk-mediapackagevod,1.88.0,in the package,65.1,Yes,https://rubygems.org/downloads/aws-sdk-mediapackagevod-1.88.0.gem,38.5
aws-sdk-mediastore,1.90.0,in the package,68.1,Yes,https://rubygems.org/downloads/aws-sdk-mediastore-1.90.0.gem,34.0
aws-sdk-mediastoredata,1.86.0,in the package,51.9,Yes,https://rubygems.org/downloads/aws-sdk-mediastoredata-1.86.0.gem,27.0
aws-sdk-mediatailor,1.127.0,in the package,84.4,Yes,https://rubygems.org/downloads/aws-sdk-mediatailor-1.127.0.gem,106.0
aws-sdk-memorydb,1.65.0,in the package,44.1,Yes,https://rubygems.org/downloads/aws-sdk-memorydb-1.65.0.gem,70.5
aws-sdk-mgn,1.74.0,in the package,88.4,Yes,https://rubygems.org/downloads/aws-sdk-mgn-1.74.0.gem,121.5
aws-sdk-migrationhub,1.90.0,in the package,66.1,Yes,https://rubygems.org/downloads/aws-sdk-migrationhub-1.90.0.gem,37.5
aws-sdk-migrationhubconfig,1.68.0,in the package,51.6,Yes,https://rubygems.org/downloads/aws-sdk-migrationhubconfig-1.68.0.gem,24.0
aws-sdk-migrationhuborchestrator,1.48.0,in the package,70.0,Yes,https://rubygems.org/downloads/aws-sdk-migrationhuborchestrator-1.48.0.gem,44.5
aws-sdk-migrationhubrefactorspaces,1.57.0,in the package,73.8,Yes,https://rubygems.org/downloads/aws-sdk-migrationhubrefactorspaces-1.57.0.gem,45.0
aws-sdk-migrationhubstrategyrecommendations,1.56.0,in the package,66.7,Yes,https://rubygems.org/downloads/aws-sdk-migrationhubstrategyrecommendations-1.56.0.gem,54.0
aws-sdk-mobile,1.55.0,in the package,51.0,Yes,https://rubygems.org/downloads/aws-sdk-mobile-1.55.0.gem,27.0
aws-sdk-mq,1.100.0,in the package,76.2,Yes,https://rubygems.org/downloads/aws-sdk-mq-1.100.0.gem,52.0
aws-sdk-mturk,1.89.0,in the package,81.4,Yes,https://rubygems.org/downloads/aws-sdk-mturk-1.89.0.gem,63.0
aws-sdk-mwaa,1.79.0,in the package,61.9,Yes,https://rubygems.org/downloads/aws-sdk-mwaa-1.79.0.gem,44.5
aws-sdk-neptune,1.108.0,in the package,49.1,Yes,https://rubygems.org/downloads/aws-sdk-neptune-1.108.0.gem,138.0
aws-sdk-networkfirewall,1.97.0,in the package,82.9,Yes,https://rubygems.org/downloads/aws-sdk-networkfirewall-1.97.0.gem,148.0
aws-sdk-networkmanager,1.82.0,in the package,87.8,Yes,https://rubygems.org/downloads/aws-sdk-networkmanager-1.82.0.gem,98.5
aws-sdk-nimblestudio,1.41.0,in the package,53.0,Yes,https://rubygems.org/downloads/aws-sdk-nimblestudio-1.41.0.gem,73.5
aws-sdk-oam,1.52.0,in the package,66.7,Yes,https://rubygems.org/downloads/aws-sdk-oam-1.52.0.gem,33.0
aws-sdk-omics,1.76.0,in the package,77.2,Yes,https://rubygems.org/downloads/aws-sdk-omics-1.76.0.gem,140.0
aws-sdk-opensearchserverless,1.62.0,in the package,80.3,Yes,https://rubygems.org/downloads/aws-sdk-opensearchserverless-1.62.0.gem,58.5
aws-sdk-opensearchservice,1.108.0,in the package,81.1,Yes,https://rubygems.org/downloads/aws-sdk-opensearchservice-1.108.0.gem,169.0
aws-sdk-opsworks,1.79.0,in the package,89.2,Yes,https://rubygems.org/downloads/aws-sdk-opsworks-1.79.0.gem,125.5
