package,version,bytes,size_mb,version_count,stable_versions,all_versions_bytes_est,all_versions_gb_est
pleaserun,0.0.34,35840,0.036,33,33,1182720,0.0012
rails_semantic_logger,5.2.0,35840,0.036,62,59,2222080,0.0022
ansi,1.6.0,35840,0.036,16,16,573440,0.0006
elastic-transport,8.5.3,35840,0.036,30,25,1075200,0.0011
anonymous_loader,0.1.3,35840,0.036,4,4,143360,0.0001
dm-migrations,1.2.0,35840,0.036,26,18,931840,0.0009
aws-sdk-dynamodbstreams,1.94.0,35840,0.036,109,97,3906560,0.0039
fluent-plugin-kinesis,3.7.0,35840,0.036,36,36,1290240,0.0013
em-synchrony,1.0.6,35840,0.036,13,12,465920,0.0005
einhorn,1.1.1,35840,0.036,37,37,1326080,0.0013
unleash,6.7.1,35840,0.036,61,53,2186240,0.0022
mini_mime,1.1.5,35328,0.035,14,14,494592,0.0005
aws-sdk-cognitosync,1.85.0,35328,0.035,98,87,3462144,0.0035
transproc,1.1.1,35328,0.035,22,22,777216,0.0008
rex-encoder,0.1.10,35328,0.035,11,11,388608,0.0004
aws-sdk-account,1.62.0,35328,0.035,63,63,2225664,0.0022
cvss-suite,5.0.0,35328,0.035,34,34,1201152,0.0012
js-routes,2.4.1,35328,0.035,97,97,3426816,0.0034
aws-sdk-marketplacemetering,1.103.0,35328,0.035,115,104,4062720,0.0041
aws-sdk-iotdataplane,1.93.0,35328,0.035,105,94,3709440,0.0037
with_model,2.4.0,35328,0.035,33,33,1165824,0.0012
chef-utils,19.3.15,35328,0.035,115,115,4062720,0.0041
org-ruby,0.9.12,34816,0.035,33,32,1148928,0.0011
opentelemetry-sdk,1.13.0,34816,0.035,46,43,1601536,0.0016
citeproc-ruby,2.1.8,34816,0.035,37,37,1288192,0.0013
health_check,3.1.0,34816,0.035,33,33,1148928,0.0011
aws-sdk-mediastore,1.90.0,34816,0.035,91,91,3168256,0.0032
aws-sdk-cloud9,1.105.0,34816,0.035,106,106,3690496,0.0037
rbtree3,1.1.0,34816,0.035,7,7,243712,0.0002
aws-sdk-codestar,1.59.0,34816,0.035,69,60,2402304,0.0024
aws-sdk-simspaceweaver,1.49.0,34816,0.035,50,50,1740800,0.0017
with_advisory_lock,7.6.0,34304,0.034,27,27,926208,0.0009
dead_end,4.0.0,34304,0.034,23,23,788992,0.0008
temple,0.10.7,34304,0.034,49,49,1680896,0.0017
arr-pm,0.0.12,34304,0.034,11,11,377344,0.0004
gem-release,2.2.4,34304,0.034,71,59,2435584,0.0024
logtail-rails,0.2.12,34304,0.034,21,21,720384,0.0007
shoulda-context,2.0.0,34304,0.034,20,14,686080,0.0007
aws-sdk-snowdevicemanagement,1.54.0,34304,0.034,55,55,1886720,0.0019
google-cloud-env,2.4.0,33792,0.034,26,26,878592,0.0009
aws-sdk-cloudhsm,1.88.0,33792,0.034,100,89,3379200,0.0034
net-ping,2.1.1,33792,0.034,68,68,2297856,0.0023
cucumber-gherkin,42.0.1,33792,0.034,76,76,2568192,0.0026
spring,4.7.0,33792,0.034,67,63,2264064,0.0023
commander,6.0.0,33792,0.034,40,40,1351680,0.0014
logstash-filter-translate,3.5.1,33792,0.034,30,30,1013760,0.001
aws-sdk-ioteventsdata,1.77.0,33792,0.034,78,78,2635776,0.0026
rasn1,0.17.0,33792,0.034,32,32,1081344,0.0011
aws-sdk-connectcampaignservice,1.51.0,33792,0.034,52,52,1757184,0.0018
aws-sdk-oam,1.52.0,33792,0.034,53,53,1790976,0.0018
sinatra-contrib,4.2.1,33792,0.034,47,40,1588224,0.0016
aws-sdk-sagemakerruntime,1.102.0,33792,0.034,102,102,3446784,0.0034
declarative_policy,2.1.0,33792,0.034,4,4,135168,0.0001
rubocop-minitest,0.40.0,33792,0.034,78,78,2635776,0.0026
mock_redis,0.55.0,33280,0.033,89,89,2961920,0.003
actionmailer,8.1.3,33280,0.033,514,340,17105920,0.0171
anycable-rails-core,1.6.2,33280,0.033,19,15,632320,0.0006
site_prism,6.0.1,33280,0.033,70,67,2329600,0.0023
chef-licensing,1.4.1,33280,0.033,13,13,432640,0.0004
rabl,0.17.0,33280,0.033,103,87,3427840,0.0034
vite_ruby,3.10.5,33280,0.033,101,89,3361280,0.0034
fugit,1.13.0,33280,0.033,61,61,2030080,0.002
pronto,0.11.5,33280,0.033,48,48,1597440,0.0016
net-scp,4.1.0,33280,0.033,20,14,665600,0.0007
win32-eventlog,0.6.7,33280,0.033,20,20,665600,0.0007
em-websocket,0.5.3,33280,0.033,23,23,765440,0.0008
json-schema,6.2.0,33280,0.033,96,96,3194880,0.0032
counter_culture,3.14.0,33280,0.033,112,112,3727360,0.0037
commonmarker,2.10.0,33280,0.033,422,351,14044160,0.014
sassc-rails,2.1.2,33280,0.033,20,20,665600,0.0007
openid_connect,2.5.0,33280,0.033,106,102,3527680,0.0035
therubyrhino,2.1.2,33280,0.033,22,22,732160,0.0007
sqlite3-ffi,0.1.8,33280,0.033,9,9,299520,0.0003
arel,9.0.0,32768,0.033,63,53,2064384,0.0021
openapi_parser,2.3.1,32768,0.033,51,50,1671168,0.0017
fakefs,3.2.1,32768,0.033,88,88,2883584,0.0029
draper,4.0.6,32768,0.033,61,53,1998848,0.002
rubocop-graphql,1.8.0,32768,0.033,60,60,1966080,0.002
net-ssh-multi,1.2.1,32768,0.033,6,5,196608,0.0002
rb_sys,0.9.130,32768,0.033,133,133,4358144,0.0044
dependabot-docker,0.395.0,32768,0.033,1122,1121,36765696,0.0368
semantic_puppet,1.1.1,32768,0.033,12,12,393216,0.0004
aws-sdk-iotdeviceadvisor,1.67.0,32768,0.033,68,68,2228224,0.0022
aws-sdk-savingsplans,1.80.0,32256,0.032,81,81,2612736,0.0026
hanami-utils,3.0.1,32256,0.032,63,35,2032128,0.002
phony_rails,0.15.0,32256,0.032,73,73,2354688,0.0024
aws-sdk-ebs,1.76.0,32256,0.032,77,77,2483712,0.0025
logtail,0.1.17,32256,0.032,18,18,580608,0.0006
ice_cube,0.17.0,32256,0.032,96,96,3096576,0.0031
aws-sdk-codestarnotifications,1.69.0,32256,0.032,70,70,2257920,0.0023
queue_classic,4.0.0,32256,0.032,53,30,1709568,0.0017
landlock,0.5.1,32256,0.032,8,8,258048,0.0003
gitlab-glaz,1.2.0,32256,0.032,43,43,1387008,0.0014
better_errors,2.10.1,32256,0.032,44,41,1419264,0.0014
io-console,0.9.2,31744,0.032,48,46,1523712,0.0015
autoforme,1.15.0,31744,0.032,26,26,825344,0.0008
inline_svg,1.10.0,31744,0.032,43,43,1364992,0.0014
parallel_tests,5.7.0,31744,0.032,266,261,8443904,0.0084
friendly_id,5.7.0,31744,0.032,113,82,3587072,0.0036
google-cloud-location,1.5.1,31744,0.032,27,24,857088,0.0009
gherkin,9.0.0,31744,0.032,556,556,17649664,0.0176
prometheus-client,5.0.0,31744,0.032,32,27,1015808,0.001
beaneater,1.1.4,31744,0.032,15,15,476160,0.0005
chef-vault,4.2.12,31744,0.032,67,53,2126848,0.0021
puffing-billy,4.0.4,31744,0.032,50,50,1587200,0.0016
foreman,0.90.0,31744,0.032,180,159,5713920,0.0057
strong_migrations,2.8.0,31744,0.032,74,74,2349056,0.0023
tilt,2.9.0,31744,0.032,48,47,1523712,0.0015
http-parser,1.2.3,31232,0.031,10,10,312320,0.0003
sassc-embedded,1.80.9,31232,0.031,73,73,2279936,0.0023
aws-sdk-sagemakerfeaturestoreruntime,1.68.0,31232,0.031,69,69,2155008,0.0022
redis-cluster-client,0.17.1,31232,0.031,100,100,3123200,0.0031
sshkey,3.0.0,31232,0.031,23,23,718336,0.0007
attr_encrypted,4.2.0,31232,0.031,24,24,749568,0.0007
listen,3.10.0,31232,0.031,115,110,3591680,0.0036
redis-client,0.30.1,30720,0.031,59,59,1812480,0.0018
google-apis-generator,0.19.0,30720,0.031,25,25,768000,0.0008
rtlcss,0.2.1,30720,0.031,2,2,61440,0.0001
xmlrpc,0.3.4,30720,0.031,9,9,276480,0.0003
google-apis-firebaseappdistribution_v1,0.22.0,30720,0.031,22,22,675840,0.0007
fast-mcp,1.6.0,30720,0.031,10,10,307200,0.0003
safe_yaml,1.0.5,30720,0.031,37,35,1136640,0.0011
aws-sdk-recyclebin,1.57.0,30720,0.031,57,57,1751040,0.0018
guard-rspec,4.7.3,30720,0.031,103,101,3164160,0.0032
mini_sql,1.6.0,30720,0.031,30,30,921600,0.0009
swearjar,1.4.0,30720,0.031,16,16,491520,0.0005
pdf-inspector,1.3.0,30720,0.031,7,7,215040,0.0002
validates_zipcode,0.6.0,30720,0.031,36,36,1105920,0.0011
globalize,7.1.3,30720,0.031,36,28,1105920,0.0011
aws-sdk-licensemanagerlinuxsubscriptions,1.47.0,30720,0.031,48,48,1474560,0.0015
yabeda,0.16.0,30720,0.031,23,23,706560,0.0007
drb,2.2.3,30720,0.031,8,8,245760,0.0002
sidekiq-cron,2.4.0,30720,0.031,53,51,1628160,0.0016
active_record_doctor,2.0.1,30720,0.031,25,24,768000,0.0008
dependabot-go_modules,0.395.0,30720,0.031,1069,1068,32839680,0.0328
builder,3.3.0,30208,0.03,25,25,755200,0.0008
rbtree,0.4.7,30208,0.03,11,11,332288,0.0003
cancancan,3.6.1,30208,0.03,42,40,1268736,0.0013
rack-oauth2,2.3.0,30208,0.03,136,127,4108288,0.0041
lockbox,2.2.0,30208,0.03,51,51,1540608,0.0015
artifactory,3.0.17,30208,0.03,30,30,906240,0.0009
job-iteration,1.15.0,30208,0.03,48,48,1449984,0.0014
resolv,0.7.2,30208,0.03,17,17,513536,0.0005
fast_gettext,4.1.1,30208,0.03,61,61,1842688,0.0018
aws-sdk-iotjobsdataplane,1.83.0,29696,0.03,84,84,2494464,0.0025
posix-spawn,0.3.15,29696,0.03,14,14,415744,0.0004
ruby2ruby,2.6.1,29696,0.03,47,46,1395712,0.0014
samovar,2.5.1,29696,0.03,30,30,890880,0.0009
molinillo,0.8.0,29696,0.03,32,32,950272,0.001
web-console,4.3.0,29696,0.03,43,39,1276928,0.0013
google-apis-firebaseappdistribution_v1alpha,0.30.0,29696,0.03,30,30,890880,0.0009
version_gem,1.1.15,29696,0.03,19,19,564224,0.0006
opentelemetry-api,1.11.0,29696,0.03,41,38,1217536,0.0012
jekyll-theme-slate,0.2.0,29696,0.03,7,7,207872,0.0002
ahoy_matey,5.5.0,29696,0.03,73,73,2167808,0.0022
sys-uname,1.5.1,29696,0.03,41,41,1217536,0.0012
daemons,1.4.1,29696,0.03,38,38,1128448,0.0011
rack-cache,1.17.0,29696,0.03,36,36,1069056,0.0011
canvas_webex,0.18.2,29696,0.03,21,21,623616,0.0006
aws-sdk-pricing,1.95.0,29696,0.03,96,96,2850816,0.0029
trollop,2.9.10,29696,0.03,32,32,950272,0.001
tty-table,0.12.0,29696,0.03,12,12,356352,0.0004
simctl,1.6.10,29184,0.029,33,33,963072,0.001
resend,1.14.0,29184,0.029,54,51,1575936,0.0016
tidewave,0.9.0,29184,0.029,17,17,496128,0.0005
aws-sdk-iot1clickprojects,1.65.0,29184,0.029,66,66,1926144,0.0019
sequel_pg,1.20.0,29184,0.029,94,94,2743296,0.0027
jbuilder,2.15.1,29184,0.029,89,87,2597376,0.0026
bullet,8.2.0,29184,0.029,123,115,3589632,0.0036
erb_lint,0.9.0,29184,0.029,46,46,1342464,0.0013
validates_timeliness,8.0.0,29184,0.029,63,45,1838592,0.0018
timeliness,0.5.3,29184,0.029,23,23,671232,0.0007
hanami-router,3.0.0,29184,0.029,56,23,1634304,0.0016
docker-api,2.4.0,29184,0.029,110,109,3210240,0.0032
front_matter_parser,1.0.1,29184,0.029,10,10,291840,0.0003
taxjar-ruby,3.0.4,29184,0.029,32,32,933888,0.0009
solargraph-rspec,0.6.0,29184,0.029,15,15,437760,0.0004
aws-sdk-kendraranking,1.48.0,29184,0.029,49,49,1430016,0.0014
sidekiq-scheduler,6.0.2,29184,0.029,75,70,2188800,0.0022
aws-sdk-costandusagereportservice,1.91.0,28672,0.029,105,93,3010560,0.003
acts_as_list,1.2.6,28672,0.029,56,56,1605632,0.0016
imgproxy,3.0.0,28672,0.029,14,14,401408,0.0004
journey,1.0.4,28672,0.029,9,5,258048,0.0003
webdrivers,5.3.1,28672,0.029,64,58,1835008,0.0018
google_drive,3.0.7,28672,0.029,46,42,1318912,0.0013
aws-sdk-lambdapreview,1.50.0,28672,0.029,64,53,1835008,0.0018
guess_html_encoding,0.0.11,28672,0.029,11,11,315392,0.0003
fluent-plugin-detect-exceptions,0.0.16,28672,0.029,15,15,430080,0.0004
ancestry,5.1.0,28672,0.029,38,37,1089536,0.0011
websocket,1.2.11,28672,0.029,24,24,688128,0.0007
fluent-plugin-grok-parser,2.6.2,28160,0.028,27,27,760320,0.0008
claide,1.1.0,28160,0.028,25,21,704000,0.0007
aws-sdk-personalizeruntime,1.86.0,28160,0.028,87,87,2449920,0.0024
graphql-client,0.26.0,28160,0.028,73,73,2055680,0.0021
grape-entity,1.1.0,28160,0.028,32,32,901120,0.0009
flog,4.9.4,28160,0.028,51,48,1436160,0.0014
i18nliner,0.3.0,28160,0.028,24,24,675840,0.0007
mixlib-shellout,3.4.10,28160,0.028,116,93,3266560,0.0033
matrix,0.4.3,28160,0.028,8,8,225280,0.0002
cronex,0.15.0,28160,0.028,18,18,506880,0.0005
em-hiredis,0.3.1,28160,0.028,7,7,197120,0.0002
htmlentities,4.4.2,28160,0.028,17,17,478720,0.0005
dry-validation,1.11.1,28160,0.028,70,64,1971200,0.002
aws-sdk-simpledb,1.79.0,28160,0.028,93,82,2618880,0.0026
aws-sdk-supportapp,1.49.0,28160,0.028,50,50,1408000,0.0014
clockwork,4.0.1,28160,0.028,47,47,1323520,0.0013
meta_where,1.0.4,27648,0.028,14,14,387072,0.0004
erb,6.0.7,27648,0.028,52,52,1437696,0.0014
jsobfu,0.4.2,27648,0.028,15,15,414720,0.0004
net-http-persistent,4.0.8,27648,0.028,54,54,1492992,0.0015
aws-sdk-pinpointsmsvoice,1.80.0,27648,0.028,82,82,2267136,0.0023
vmstat,2.3.1,27648,0.028,11,11,304128,0.0003
aws-sdk-importexport,1.74.0,27648,0.028,88,77,2433024,0.0024
click_house-client,0.12.0,27648,0.028,29,29,801792,0.0008
snowplow-tracker,0.8.0,27648,0.028,18,13,497664,0.0005
duo_api,1.6.0,27648,0.028,9,9,248832,0.0002
active_hash,4.1.0,27648,0.028,63,63,1741824,0.0017
rack-contrib,2.5.0,27648,0.028,20,19,552960,0.0006
aws-sdk-mobile,1.55.0,27648,0.028,56,56,1548288,0.0015
better_html,2.2.0,27648,0.028,32,32,884736,0.0009
rex-core,0.1.36,27648,0.028,37,37,1022976,0.001
patchelf,1.7.0,27648,0.028,14,14,387072,0.0004
allocation_stats,0.1.5,27648,0.028,5,5,138240,0.0001
aws-sdk-mediastoredata,1.86.0,27648,0.028,87,87,2405376,0.0024
hipchat,1.6.0,27136,0.027,34,34,922624,0.0009
jekyll-theme-primer,0.6.0,27136,0.027,18,18,488448,0.0005
aws-sdk-iot1clickdevicesservice,1.63.0,27136,0.027,64,64,1736704,0.0017
faraday-http-cache,2.7.0,27136,0.027,28,27,759808,0.0008
sass-listen,4.0.0,27136,0.027,2,2,54272,0.0001
uuidtools,3.0.0,27136,0.027,22,22,596992,0.0006
aws-sdk-iotsecuretunneling,1.70.0,27136,0.027,71,71,1926656,0.0019
rack-attack,6.8.0,27136,0.027,50,49,1356800,0.0014
ritex,1.0.1,27136,0.027,5,5,135680,0.0001
less-rails,5.0.0,27136,0.027,37,36,1004032,0.001
geared_pagination,1.2.0,27136,0.027,9,9,244224,0.0002
pdfkit,0.8.7.3,26624,0.027,40,40,1064960,0.0011
amazing_print,2.0.0,26624,0.027,13,13,346112,0.0003
scientist,1.6.5,26624,0.027,19,19,505856,0.0005
rex-powershell,0.1.105,26624,0.027,105,105,2795520,0.0028
aws-sdk-marketplacecommerceanalytics,1.91.0,26624,0.027,106,93,2822144,0.0028
capybara-playwright-driver,0.5.10,26624,0.027,24,23,638976,0.0006
rack-proxy,2.0.0,26624,0.027,52,52,1384448,0.0014
aws-sdk-route53recoverycluster,1.60.0,26624,0.027,61,61,1624064,0.0016
diplomat,2.6.6,26624,0.027,80,80,2129920,0.0021
ruby-statistics,4.1.1,26624,0.027,20,20,532480,0.0005
repl_type_completor,0.1.16,26624,0.027,17,17,452608,0.0005
http-cookie,1.1.6,26624,0.027,33,21,878592,0.0009
wisper,3.0.0,26624,0.027,17,15,452608,0.0005
posthog-rails,3.18.6,26624,0.027,46,46,1224704,0.0012
namae,1.2.0,26624,0.027,35,35,931840,0.0009
table_print,1.5.7,26624,0.027,31,30,825344,0.0008
fluent-plugin-cloudwatch-logs,0.15.0,26624,0.027,75,70,1996800,0.002
aws-sdk-s3outposts,1.64.0,26624,0.027,65,65,1730560,0.0017
amq-protocol,2.9.0,26624,0.027,60,41,1597440,0.0016
aws-sdk-personalizeevents,1.79.0,26624,0.027,80,80,2129920,0.0021
multi_json,1.21.1,26624,0.027,75,72,1996800,0.002
rack-timeout,0.7.0,26624,0.027,30,24,798720,0.0008
debase,0.2.9,26624,0.027,49,27,1304576,0.0013
aws-sdk-elasticinference,1.53.0,26112,0.026,53,53,1383936,0.0014
rex-nop,0.1.4,26112,0.026,5,5,130560,0.0001
meilisearch,0.33.0,26112,0.026,51,51,1331712,0.0013
escape_utils,1.3.0,26112,0.026,26,26,678912,0.0007
aws-sdk-augmentedairuntime,1.71.0,26112,0.026,72,72,1880064,0.0019
async-io,1.43.2,26112,0.026,92,92,2402304,0.0024
dependabot-terraform,0.395.0,26112,0.026,1129,1128,29480448,0.0295
hanami-mailer,3.0.0,26112,0.026,25,12,652800,0.0007
maxmind-geoip2,1.6.0,26112,0.026,15,15,391680,0.0004
sax-machine,1.3.2,26112,0.026,18,17,470016,0.0005
strscan,3.1.8,26112,0.026,41,39,1070592,0.0011
aws-sdk-qldbsession,1.62.0,26112,0.026,63,63,1645056,0.0016
bcrypt_pbkdf,1.1.2,26112,0.026,54,21,1410048,0.0014
appraisal,2.5.0,26112,0.026,30,26,783360,0.0008
inherited_resources,2.1.0,26112,0.026,40,37,1044480,0.001
invisible_captcha,2.3.0,26112,0.026,31,31,809472,0.0008
rails-deprecated_sanitizer,1.0.4,26112,0.026,5,5,130560,0.0001
op-clamav-client,3.4.2,26112,0.026,1,1,26112,0.0
peek,1.1.0,25600,0.026,15,15,384000,0.0004
bson_ext,1.12.5,25600,0.026,66,51,1689600,0.0017
gitlab-crystalball,1.1.3,25600,0.026,9,9,230400,0.0002
awesome_bot,1.20.0,25600,0.026,49,49,1254400,0.0013
reverse_markdown,3.0.2,25600,0.026,36,36,921600,0.0009
keela,0.4.1,25600,0.026,9,9,230400,0.0002
ffi-icu,0.6.1,25600,0.026,32,32,819200,0.0008
switchman-inst-jobs,4.4.0,25600,0.026,70,70,1792000,0.0018
cucumber-core,19.0.0,25600,0.026,56,51,1433600,0.0014
aws-sdk-iotfleethub,1.51.0,25600,0.026,52,52,1331200,0.0013
mails_viewer,0.2.0,25600,0.026,6,6,153600,0.0002
valvat,2.0.1,25600,0.026,65,65,1664000,0.0017
markaby,0.9.4,25600,0.026,19,19,486400,0.0005
down,5.6.0,25600,0.026,58,58,1484800,0.0015
aws-sdk-connectcontactlens,1.61.0,25600,0.026,62,62,1587200,0.0016
iso8601,0.13.0,25600,0.026,27,27,691200,0.0007
minitest-reporters,1.8.0,25600,0.026,124,104,3174400,0.0032
money-rails,3.0.0,25600,0.026,41,40,1049600,0.001
omniauth-openid,2.0.2,25600,0.026,7,4,179200,0.0002
devise-two-factor,6.4.1,25088,0.025,28,28,702464,0.0007
premailer,1.30.0,25088,0.025,53,53,1329664,0.0013
premailer-rails,1.12.0,25088,0.025,25,25,627200,0.0006
httpi,4.0.4,25088,0.025,58,57,1455104,0.0015
aws-sdk-applicationcostprofiler,1.57.0,25088,0.025,58,58,1455104,0.0015
audited,5.8.0,25088,0.025,36,32,903168,0.0009
choice,0.2.0,25088,0.025,9,9,225792,0.0002
prettier_print,1.2.1,25088,0.025,7,7,175616,0.0002
fog-terremark,0.1.0,25088,0.025,5,5,125440,0.0001
eventmachine_httpserver,0.2.1,25088,0.025,6,6,150528,0.0002
clamp,1.5.2,25088,0.025,43,42,1078784,0.0011
airbrake,13.0.5,25088,0.025,157,140,3938816,0.0039
pundit,2.5.2,25088,0.025,22,21,551936,0.0006
ims-lti,2.3.7,25088,0.025,88,42,2207744,0.0022
pkg-config,1.6.5,24576,0.025,66,66,1622016,0.0016
aws-sdk-kinesisvideomedia,1.85.0,24576,0.025,86,86,2113536,0.0021
yell,2.2.2,24576,0.025,49,48,1204224,0.0012
html-proofer,5.2.2,24576,0.025,171,168,4202496,0.0042
jekyll-theme-time-machine,0.2.0,24576,0.025,7,7,172032,0.0002
string-direction,1.2.2,24576,0.025,9,9,221184,0.0002
flakey_spec_catcher,0.12.1,24576,0.025,25,24,614400,0.0006
ruby-lsp-rails,0.4.8,24576,0.025,54,53,1327104,0.0013
aws-sdk-ec2instanceconnect,1.74.0,24576,0.025,75,75,1843200,0.0018
aws-sdk-sagemakeredgemanager,1.61.0,24576,0.025,62,62,1523712,0.0015
console1984,0.2.4,24576,0.025,37,37,909312,0.0009
cocoapods-trunk,1.6.0,24576,0.025,34,28,835584,0.0008
cuprite,0.18,24576,0.025,23,23,565248,0.0006
aws-sdk-migrationhubconfig,1.68.0,24576,0.025,69,69,1695744,0.0017
flay,2.14.4,24576,0.025,37,36,909312,0.0009
database_cleaner-core,2.1.0,24576,0.025,5,3,122880,0.0001
config,5.6.1,24576,0.025,40,37,983040,0.001
rex-ole,0.1.9,24576,0.025,10,10,245760,0.0002
dependabot-hex,0.395.0,24576,0.025,1050,1049,25804800,0.0258
aws-sdk-marketplaceentitlementservice,1.89.0,24576,0.025,101,91,2482176,0.0025
lobby_boy,0.1.3,24576,0.025,4,4,98304,0.0001
rack-mount,0.8.3,24576,0.025,44,44,1081344,0.0011
coercible,1.0.0,24064,0.024,5,5,120320,0.0001
aws-sdk-resources,3.271.0,24064,0.024,1325,1298,31884800,0.0319
rly,0.2.3,24064,0.024,5,5,120320,0.0001
modis,4.3.2,24064,0.024,22,22,529408,0.0005
wdm,0.2.0,24064,0.024,7,7,168448,0.0002
socksify,1.8.1,24064,0.024,15,15,360960,0.0004
rails-timeago,2.20.0,24064,0.024,43,39,1034752,0.001
recaptcha,5.21.2,24064,0.024,89,88,2141696,0.0021
working_hours,1.5.0,24064,0.024,18,18,433152,0.0004
webrobots,0.1.2,24064,0.024,16,16,385024,0.0004
aws-sdk-appconfigdata,1.54.0,24064,0.024,55,55,1323520,0.0013
dogstatsd-ruby,5.7.1,24064,0.024,46,46,1106944,0.0011
fastlane-plugin-appcenter,2.1.3,24064,0.024,30,30,721920,0.0007
gitlab-glfm-markdown,0.0.43,24064,0.024,217,217,5221888,0.0052
opentelemetry-exporter-otlp,0.35.1,24064,0.024,50,50,1203200,0.0012
axiom-types,0.1.1,23552,0.024,7,7,164864,0.0002
graphlyte,1.0.0,23552,0.024,16,16,376832,0.0004
cocoapods-plugins,1.0.0,23552,0.024,12,10,282624,0.0003
jsonpath,1.1.5,23552,0.024,61,61,1436672,0.0014
omniauth,2.1.4,23552,0.024,70,58,1648640,0.0016
aws-sdk-forecastqueryservice,1.71.0,23552,0.024,72,72,1695744,0.0017
kaminari,1.2.2,23552,0.024,53,51,1248256,0.0012
dry-core,1.2.0,23552,0.024,35,35,824320,0.0008
netaddr,2.0.6,23552,0.024,13,13,306176,0.0003
aws-sdk-kinesisvideosignalingchannels,1.67.0,23552,0.024,68,68,1601536,0.0016
cucumber-messages,34.2.1,23552,0.024,104,104,2449408,0.0024
hairtrigger,1.3.1,23552,0.024,47,47,1106944,0.0011
diaspora_federation-rails,1.2.0,23552,0.024,36,36,847872,0.0008
minitest-spec-rails,7.4.1,23552,0.024,57,57,1342464,0.0013
websocket-driver,0.8.2,23040,0.023,68,68,1566720,0.0016
uri_template,0.7.0,23040,0.023,17,17,391680,0.0004
fastlane-plugin-firebase_app_distribution,1.0.0,23040,0.023,66,38,1520640,0.0015
solid_cache,1.0.10,23040,0.023,22,22,506880,0.0005
jsonapi-serializer,2.2.0,23040,0.023,3,3,69120,0.0001
fog-storm_on_demand,0.1.1,23040,0.023,3,3,69120,0.0001
network_interface,0.0.4,23040,0.023,4,4,92160,0.0001
aws-sdk-sagemakermetrics,1.49.0,23040,0.023,50,50,1152000,0.0012
testrailtagging,0.3.8,23040,0.023,11,11,253440,0.0003
omniauth_openid_connect,0.8.0,23040,0.023,15,15,345600,0.0003
css_parser,3.0.0,23040,0.023,65,63,1497600,0.0015
aws-sdk-macie,1.48.0,23040,0.023,49,49,1128960,0.0011
jekyll-seo-tag,2.9.0,23040,0.023,28,28,645120,0.0006
aws-sdk-workmailmessageflow,1.69.0,23040,0.023,70,70,1612800,0.0016
smart_properties,1.17.0,23040,0.023,32,32,737280,0.0007
mdl,0.18.1,23040,0.023,22,22,506880,0.0005
benchmark-ips,2.15.1,23040,0.023,31,31,714240,0.0007
swagger-blocks,3.0.0,23040,0.023,18,18,414720,0.0004
package_json,0.2.0,22528,0.023,3,3,67584,0.0001
firecrawl-sdk,1.17.0,22528,0.023,25,25,563200,0.0006
tty-command,0.10.1,22528,0.023,16,16,360448,0.0004
canvas_connect,0.3.16,22528,0.023,26,26,585728,0.0006
actionmailbox,8.1.3,22528,0.023,154,126,3469312,0.0035
github-pages-health-check,1.19.2,22528,0.023,66,66,1486848,0.0015
cucumber-expressions,8.3.0,22528,0.023,40,40,901120,0.0009
rubocop-shopify,3.0.2,22528,0.023,36,36,811008,0.0008
hotcell-core,0.4.1,22528,0.023,7,7,157696,0.0002
vagrant_cloud,3.1.3,22528,0.023,26,26,585728,0.0006
terminal-table,4.0.0,22528,0.023,22,22,495616,0.0005
notiffany,0.1.3,22528,0.023,11,11,247808,0.0002
fileutils,1.8.0,22528,0.023,17,17,382976,0.0004
paint,2.3.0,22016,0.022,20,20,440320,0.0004
aws-sdk-kinesisvideowebrtcstorage,1.48.0,22016,0.022,49,49,1078784,0.0011
mini_magick,5.4.0,22016,0.022,82,81,1805312,0.0018
tailwindcss-rails,4.6.0,22016,0.022,472,459,10391552,0.0104
rinku,2.0.6,22016,0.022,21,21,462336,0.0005
iconv,1.1.1,22016,0.022,12,12,264192,0.0003
openproject-token,8.13.0,22016,0.022,48,48,1056768,0.0011
speedshop-cloudwatch,0.2.2,22016,0.022,4,4,88064,0.0001
semver_dialects,4.1.3,22016,0.022,34,34,748544,0.0007
chef-winrm-fs,1.4.2,22016,0.022,5,5,110080,0.0001
rubocop-capybara,3.0.0,22016,0.022,10,10,220160,0.0002
slop,4.10.1,22016,0.022,85,83,1871360,0.0019
facebook-messenger,2.1.2,22016,0.022,28,28,616448,0.0006
canvas_link_migrator,1.0.20,22016,0.022,25,25,550400,0.0006
swagger_yard,1.1.1,22016,0.022,23,23,506368,0.0005
aws-sdk-apigatewaymanagementapi,1.77.0,22016,0.022,77,77,1695232,0.0017
adobe_connect,1.0.12,22016,0.022,20,20,440320,0.0004
rspec-sidekiq,5.3.0,22016,0.022,29,27,638464,0.0006
gibbon,4.0.0,22016,0.022,62,62,1364992,0.0014
winrm-fs,1.3.5,21504,0.022,26,25,559104,0.0006
dry-initializer,3.2.0,21504,0.022,46,46,989184,0.001
rotp,6.3.0,21504,0.022,38,38,817152,0.0008
appbundler,0.13.4,21504,0.022,26,25,559104,0.0006
awesome_nested_set,3.9.0,21504,0.022,39,33,838656,0.0008
html2haml,2.3.0,21504,0.022,11,6,236544,0.0002
rex-java,0.1.8,21504,0.022,9,9,193536,0.0002
protobug_sigstore_protos,0.2.0,21504,0.022,2,2,43008,0.0
