package,version,status,xml_doc,xml_bytes,readme,n_dll,n_xml,nupkg_bytes,bytes_read
NuGet.Packaging.Core,6.9.1,ok,,0,README.md,3,0,59839,59839
AWSSDK.XRay,4.0.100.12,ok,lib/net472/AWSSDK.XRay.xml,760874,,4,4,600060,65558
FileHelpers,3.5.2,ok,lib/net40/FileHelpers.xml,470897,,3,3,385660,65558
Microsoft.Web.WebJobs.Publish,17.1.361,ok,,0,,0,0,304004,65558
Grpc.Net.Client.Web,2.83.0,ok,lib/net10.0/Grpc.Net.Client.Web.xml,5713,README.md,5,5,191390,65558
Microsoft.WSMan.Runtime,7.6.5,ok,ref/net10.0/Microsoft.WSMan.Runtime.xml,3569,,1,1,113882,65558
Microsoft.NET.Sdk.iOS.Manifest-6.0.400.Msi.x64,16.4.60,ok,,0,,0,0,330539,65558
Xamarin.Android.Support.Annotations,28.0.0.3,ok,,0,,4,0,242665,65558
Microsoft.WSMan.Management,7.6.5,ok,ref/net10.0/Microsoft.WSMan.Management.xml,173129,,1,1,198290,65558
Microsoft.NET.Sdk.MacCatalyst.Manifest-6.0.400.Msi.x64,16.4.60,ok,,0,,0,0,330465,65558
Microsoft.PowerShell.SDK,7.6.5,ok,ref/net10.0/Microsoft.PowerShell.Commands.Management.xml,305039,,4,4,4804185,65558
runtime.ubuntu.14.04-x64.Microsoft.NETCore.Runtime.CoreCLR,1.1.13,ok,,0,,0,0,12884426,65558
Microsoft.AspNet.Providers.Core,2.0.0,ok,lib/net40/System.Web.Providers.xml,23389,ReadMe.txt,1,1,68552,65558
Microsoft.NET.Sdk.Android.Manifest-6.0.400.Msi.x64,32.0.509,ok,,0,,0,0,330859,65558
runtime.ubuntu.14.04-x64.Microsoft.NETCore.Jit,1.1.13,ok,,0,,0,0,1151911,65558
SpecFlow.Plus.LivingDocPlugin,3.9.57,ok,,0,,4,0,53269,53269
Microsoft.NET.Sdk.macOS.Manifest-6.0.400.Msi.x64,13.3.60,ok,,0,,0,0,330378,65558
AWSXRayRecorder.Handlers.System.Net,2.13.0,ok,lib/net45/AWSXRayRecorder.Handlers.System.Net.xml,7322,,4,4,99190,65558
RavenDB.Client,7.2.6,ok,lib/net10.0/Raven.Client.xml,1735641,README.md,8,8,8110721,65558
Microsoft.NET.Sdk.Maui.Manifest-6.0.400.Msi.x64,6.0.553,ok,,0,,0,0,331399,65558
Google.Apis.Calendar.v3,1.75.0.4206,ok,lib/net462/Google.Apis.Calendar.v3.xml,256588,,3,3,267742,65558
Microsoft.NET.Sdk.tvOS.Manifest-6.0.400.Msi.x64,16.4.60,ok,,0,,0,0,330397,65558
Microsoft.NETCore.App.Runtime.Mono.android-arm,10.0.11,ok,,0,,0,0,25039073,65558
AsyncFixer,2.1.0,ok,,0,README.md,0,0,88131,65558
sqlite-net-pcl,1.11.285,ok,lib/net8.0/SQLite-net.xml,110692,,3,3,263329,65558
TimeZoneNames,7.0.0,ok,lib/net462/TimeZoneNames.xml,13719,,6,6,10093097,65558
EntityFrameworkCore.SqlServer.HierarchyId.Abstractions,4.0.0,ok,lib/netstandard2.0/EntityFrameworkCore.SqlServer.HierarchyId.Abstractions.xml,8717,,1,1,18959,18959
Microsoft.Azure.SignalR.Management,1.33.1,ok,lib/net8.0/Microsoft.Azure.SignalR.Common.xml,48537,,4,4,404354,65558
Microsoft.NETCore.App.Runtime.Mono.android-x86,10.0.11,ok,,0,,0,0,25204452,65558
Aspire.AppHost.Sdk,13.5.3,ok,,0,,0,0,1951083,65558
Microsoft.NETCore.App.Runtime.Mono.android-arm64,10.0.11,ok,,0,,0,0,26568582,65558
runtime.ubuntu.14.04-x64.Microsoft.NETCore.DotNetHostPolicy,1.1.13,ok,,0,,0,0,299131,65558
Microsoft.NETCore.App.Runtime.Mono.android-x64,10.0.11,ok,,0,,0,0,26480600,65558
Reqnroll.Tools.MsBuild.Generation,3.3.4,ok,,0,,0,0,5173832,65558
AWSSDK.S3Control,4.0.100.12,ok,lib/net472/AWSSDK.S3Control.xml,2227195,,4,4,1293167,65558
Volo.Abp.Authorization,10.6.0,ok,lib/net10.0/Volo.Abp.Authorization.xml,7901,,5,5,348013,65558
App.Metrics.AspNetCore.Routing,4.3.0,ok,lib/netcoreapp3.1/App.Metrics.AspNetCore.Routing.xml,155,,2,2,29154,29154
Z.EntityFramework.Extensions,10.105.8,ok,lib/net10.0/Z.EntityFramework.Extensions.xml,950956,readme.md,6,6,4299358,65558
AWSSDK.CloudWatchEvents,4.0.100.12,ok,lib/net472/AWSSDK.CloudWatchEvents.xml,1035740,,4,4,649431,65558
EntityFrameworkCore.SqlServer.HierarchyId,4.0.0,ok,lib/net6.0/EntityFrameworkCore.SqlServer.HierarchyId.xml,4007,,1,1,26517,26517
UnitsNet,5.75.1,ok,lib/net8.0/UnitsNet.xml,5500767,README.md,15,3,3430618,65558
IronPdf.Native.Chrome.Windows,2026.9.4,ok,,0,,0,0,234107902,65558
unleash.client,6.2.3,ok,lib/net6.0/Unleash.Client.xml,28471,README.md,2,2,142311,65558
System.Linq.Dynamic,1.0.8,ok,,0,,1,0,508328,65558
Microsoft.PowerShell.ConsoleHost,7.6.5,ok,ref/net10.0/Microsoft.PowerShell.ConsoleHost.xml,170690,,1,1,340494,65558
Xamarin.AndroidX.Lifecycle.Process,2.11.0.1,ok,lib/net9.0-android35.0/Xamarin.AndroidX.Lifecycle.Process.xml,159,readme.md,2,2,108856,65558
Microsoft.ServiceFabric.Data.Interfaces,8.7.157,ok,lib/net462/Microsoft.ServiceFabric.Data.Interfaces.xml,304385,docs/readme.md,2,1,118657,65558
Xamarin.Android.Support.v4,28.0.0.3,ok,,0,,6,0,552434,65558
Microsoft.ServiceFabric.Data.Extensions,8.7.157,ok,lib/net462/Microsoft.ServiceFabric.Data.Extensions.xml,17433,docs/readme.md,4,2,256918,65558
MetadataReferenceService.Default,0.0.1,ok,,0,,6,0,33293,33293
NWebsec.AspNetCore.Middleware,3.0.0,ok,lib/netcoreapp3.1/NWebsec.AspNetCore.Middleware.xml,12119,,1,1,21686,21686
Microsoft.AspNetCore.Authentication.Certificate,10.0.11,ok,lib/net10.0/Microsoft.AspNetCore.Authentication.Certificate.xml,25627,,1,1,61898,61898
MetadataReferenceService.Abstractions,0.0.1,ok,,0,,3,0,23567,23567
DotNetSeleniumExtras.PageObjects,3.11.0,ok,,0,,4,0,43197,43197
Microsoft.PowerShell.Commands.Management,7.6.5,ok,ref/net10.0/Microsoft.PowerShell.Commands.Management.xml,305039,,1,1,473855,65558
Unicorn.Core,4.1.6,ok,,0,,1,0,141196,65558
Microsoft.PowerShell.Commands.Diagnostics,7.6.5,ok,ref/net10.0/Microsoft.PowerShell.Commands.Diagnostics.xml,23700,,1,1,156245,65558
Microsoft.PowerShell.Commands.Utility,7.6.5,ok,ref/net10.0/Microsoft.PowerShell.Commands.Utility.xml,601590,,1,1,759349,65558
ServiceStack.Client,10.1.4,ok,lib/net10.0/ServiceStack.Client.xml,48886,,5,5,1367569,65558
App.Metrics.AspNetCore.Mvc.Core,4.3.0,ok,lib/netcoreapp3.1/App.Metrics.AspNetCore.Mvc.Core.xml,1106,,2,2,35704,35704
SendGrid.Extensions.DependencyInjection,1.0.1,ok,lib/netstandard2.0/SendGrid.Extensions.DependencyInjection.xml,2610,,1,1,15739,15739
Xamarin.Android.Support.Core.UI,28.0.0.3,ok,,0,,5,0,1151099,65558
AWSSDK.Transfer,4.0.101.1,ok,lib/net472/AWSSDK.Transfer.xml,1581169,,4,4,992470,65558
Microsoft.VisualStudio.Composition,17.13.41,ok,lib/net472/Microsoft.VisualStudio.Composition.xml,214285,README.md,42,3,1148268,65558
NonBlocking,2.1.2,ok,lib/netstandard2.0/NonBlocking.xml,51633,,2,2,60427,60427
Serilog.Sinks.XUnit,3.0.19,ok,lib/net462/Serilog.Sinks.XUnit.xml,13122,,4,4,33872,33872
Xamarin.AndroidX.DynamicAnimation,1.1.0.6,ok,lib/net9.0-android35.0/Xamarin.AndroidX.DynamicAnimation.xml,158,readme.md,2,2,198440,65558
Microsoft.PowerShell.Security,7.6.5,ok,ref/net10.0/Microsoft.PowerShell.Security.xml,59446,,1,1,218355,65558
xunit.runner.utility,2.9.3,ok,lib/net35/xunit.runner.utility.net35.xml,261611,_content/README.md,5,5,813227,65558
Microsoft.Azure.Search,10.1.0,ok,lib/net452/Microsoft.Azure.Search.xml,1390,,4,4,60180,60180
StrongNamer,0.2.5,ok,,0,,0,0,475991,65558
Microsoft.AspNet.OData,7.8.0,ok,lib/net45/Microsoft.AspNet.OData.xml,1306906,docs/README.md,1,1,528552,65558
Sfa.Core.ComponentModel.DataAnnotations,4.0.2,ok,,0,,1,0,14859,14859
Serilog.Sinks.Splunk,5.2.0,ok,lib/net10.0/Serilog.Sinks.Splunk.xml,23536,README.md,5,5,104232,65558
Microsoft.Identity.Client.NativeInterop,0.20.6,ok,,0,,3,0,20797364,65558
Serilog.Enrichers.Sensitive,2.1.0,ok,,0,,1,0,47726,47726
Microsoft.SourceLink.AzureRepos.Git,10.0.400,ok,,0,,0,0,553955,65558
Antlr4.Runtime,4.6.6,ok,lib/net20/Antlr4.Runtime.xml,532667,,8,8,1550087,65558
Amazon.Lambda.SNSEvents,3.0.1,ok,lib/net10.0/Amazon.Lambda.SNSEvents.xml,4342,,2,2,40404,40404
A2v10.System.Xaml,10.1.8053,ok,,0,README.md,4,0,134995,65558
linq2db,6.4.0,ok,lib/net10.0/linq2db.xml,2794788,readme.md,5,5,14077297,65558
Microsoft.Azure.Functions.Worker.Extensions.Storage.Blobs,6.8.2,ok,,0,,1,0,66404,65558
Meziantou.Analyzer,3.0.228,ok,,0,README.md,0,0,12807440,65558
DotNetty.Common,0.7.6,ok,lib/net472/DotNetty.Common.xml,126865,,4,4,362334,65558
Examine,4.0.0,ok,lib/net10.0/Examine.xml,5843,,3,3,47380,47380
DistributedLock.Redis,1.1.1,ok,lib/net462/DistributedLock.Redis.xml,36201,,3,3,185368,65558
Xamarin.AndroidX.AsyncLayoutInflater,1.1.0.6,ok,lib/net9.0-android35.0/Xamarin.AndroidX.AsyncLayoutInflater.xml,161,readme.md,2,2,112441,65558
Blauhaus.Common.Abstractions,2.4.4,ok,,0,,1,0,18658,18658
System.Runtime.WindowsRuntime,4.7.0,ok,lib/netstandard1.0/System.Runtime.WindowsRuntime.xml,82351,,7,34,602895,65558
Microsoft.NETFramework.ReferenceAssemblies.net462,1.0.3,ok,,0,,0,0,19902484,65558
Prism.Plugin.Popups,8.0.76,ok,lib/monoandroid10.0/Prism.Plugin.Popups.xml,17755,ReadMe.txt,4,4,335678,65558
Microsoft.Web.RedisSessionStateProvider,5.0.4,ok,,0,,2,0,76602,65558
DotNetty.Buffers,0.7.6,ok,lib/net472/DotNetty.Buffers.xml,130614,,4,4,362110,65558
HttpMultipartParser,10.0.0,ok,lib/net8.0/HttpMultipartParser.xml,99520,README.md,2,2,84304,65558
NunitXml.TestLogger,8.0.0,ok,,0,docs/README.md,0,0,107092,65558
Handlebars.Net.Helpers.Xslt,2.5.5,ok,,0,,5,0,37641,37641
CouchbaseNetClient,3.9.6,ok,lib/net10.0/Couchbase.NetClient.xml,1749019,,4,4,5897711,65558
Xamarin.GooglePlayServices.Base,118.10.0.3,ok,lib/net9.0-android35.0/Xamarin.GooglePlayServices.Base.xml,156,readme.md,2,2,1062273,65558
DotNetty.Transport,0.7.6,ok,lib/net472/DotNetty.Transport.xml,206242,,4,4,447869,65558
Google.Apis.Plus.v1,1.49.0.1627,ok,lib/net40/Google.Apis.Plus.v1.xml,85082,,5,5,196568,65558
Microsoft.SemanticKernel.Abstractions,1.80.1,ok,lib/net10.0/Microsoft.SemanticKernel.Abstractions.xml,520047,,3,3,631298,65558
Microsoft.Azure.Management.PrivateDns.Fluent,1.38.1,ok,lib/net452/Microsoft.Azure.Management.PrivateDns.Fluent.xml,410038,,2,2,220080,65558
Verify.Xunit,31.12.5,ok,lib/net10.0/Verify.Xunit.xml,8858,,8,8,233920,65558
DotNetty.Codecs,0.7.6,ok,lib/net472/DotNetty.Codecs.xml,38209,,4,4,299914,65558
RazorEngine.NetCore,3.1.1,ok,,0,,2,0,221036,65558
ExCSS,4.3.2,ok,,0,readme.md,8,0,1203190,65558
AWSSDK.Shield,4.0.100.12,ok,lib/net472/AWSSDK.Shield.xml,718114,,4,4,453640,65558
Microsoft.EntityFrameworkCore.Cosmos,10.0.11,ok,lib/net10.0/Microsoft.EntityFrameworkCore.Cosmos.xml,1130632,,1,1,289085,65558
Novell.Directory.Ldap.NETStandard,4.0.0,ok,lib/net6.0/Novell.Directory.Ldap.NETStandard.xml,749992,,6,6,1281261,65558
App.Metrics.AspNetCore.Mvc,4.3.0,ok,lib/netcoreapp3.1/App.Metrics.AspNetCore.Mvc.xml,1084,,2,2,27764,27764
Nager.Date,2.44.0,ok,lib/net10.0/Nager.Date.xml,250155,README.md,4,4,598933,65558
Ulid,1.4.1,ok,lib/net6.0/Ulid.xml,1939,,5,5,66907,65558
Elastic.Apm.SerilogEnricher,9.0.0,ok,lib/net462/Elastic.Apm.SerilogEnricher.xml,80167,README.md,3,3,183475,65558
MassTransit.AmazonSQS,9.2.1,ok,lib/net10.0/MassTransit.AmazonSqsTransport.xml,47534,,5,5,911382,65558
Polly-Signed,5.9.0,ok,lib/net45/Polly.xml,939016,,2,2,569651,65558
Microsoft.SqlServer.DacFx,170.5.76,ok,lib/net10.0/Microsoft.SqlServer.Dac.Extensions.xml,1132240,README.md,284,8,32272773,65558
dbup-postgresql,7.0.1,ok,lib/net8.0/dbup-postgresql.xml,24224,,2,2,66324,65558
Microsoft.Azure.WebJobs.Sources,3.0.47,ok,,0,README.md,0,0,52958,52958
Microsoft.PowerShell.MarkdownRender,7.2.1,ok,,0,,1,0,49815,49815
ByteSize,2.1.2,ok,lib/net45/ByteSize.xml,28553,,5,5,65389,65389
Xamarin.Android.Support.Fragment,28.0.0.3,ok,,0,,5,0,980878,65558
Amazon.CDK.CloudAssembly.Schema,54.22.0,ok,lib/net6.0/Amazon.CDK.CloudAssembly.Schema.xml,678206,,1,1,383768,65558
Microsoft.Playwright.NUnit,1.62.0,ok,,0,README.md,2,0,108635,65558
Serilog.Sinks.Grafana.Loki,9.0.2,ok,lib/net10.0/Serilog.Sinks.Grafana.Loki.xml,22189,README.md,3,3,211844,65558
Microsoft.Maui.Controls.Xaml,10.0.101,ok,lib/net10.0/Microsoft.Maui.Controls.Xaml.xml,23788,README.md,16,8,913570,65558
Microsoft.Maui.Resizetizer,10.0.101,ok,,0,README.md,0,0,51841008,65558
Microsoft.Maui.Controls.Core,10.0.101,ok,lib/net10.0/Microsoft.Maui.Controls.xml,1629549,README.md,288,8,12937108,65558
AutoFixture.NUnit3,4.18.1,ok,lib/net452/AutoFixture.NUnit3.xml,20986,,3,3,84691,65558
Microsoft.SqlServer.Assessment.Authoring,1.1.0,ok,lib/netstandard2.0/Microsoft.SqlServer.Assessment.Types.xml,20791,,3,3,67548,65558
Xamarin.AndroidX.Emoji2,1.6.0.3,ok,lib/net9.0-android35.0/Xamarin.AndroidX.Emoji2.xml,148,readme.md,2,2,601104,65558
Microsoft.Net.Compilers.Toolset,5.9.0,ok,,0,,0,0,21936368,65558
Xamarin.AndroidX.Legacy.Support.Core.UI,1.0.0.38,ok,lib/net10.0-android36.0/Xamarin.AndroidX.Legacy.Support.Core.UI.xml,164,readme.md,2,2,123054,65558
DynamicData,9.4.33,ok,lib/net10.0/DynamicData.xml,1158600,README.md,7,7,3816660,65558
Microsoft.Extensions.VectorData.Abstractions,10.9.0,ok,lib/net10.0/Microsoft.Extensions.VectorData.Abstractions.xml,167859,README.md,4,4,294216,65558
StackExchange.Redis.Extensions.Newtonsoft,13.0.1,ok,,0,README.md,4,4,46741,46741
Microsoft.NETCore.App.Runtime.Mono.iossimulator-x64,10.0.11,ok,,0,,0,0,25899875,65558
TeamCity.VSTest.TestAdapter,1.0.42,ok,,0,,0,0,335571,65558
Google.Apis.Gmail.v1,1.75.0.4225,ok,lib/net462/Google.Apis.Gmail.v1.xml,390975,,3,3,302226,65558
AWSXRayRecorder.Handlers.AspNetCore,2.13.0,ok,lib/net6.0/AWSXRayRecorder.Handlers.AspNetCore.xml,9725,,3,3,96214,65558
popper.js,1.16.1,ok,,0,content/Scripts/README.md,0,0,523957,65558
Xamarin.AndroidX.ResourceInspection.Annotation,1.0.1.25,ok,lib/net10.0-android36.0/Xamarin.AndroidX.ResourceInspection.Annotation.xml,171,readme.md,2,2,109613,65558
Microsoft.SemanticKernel.Core,1.80.1,ok,lib/net10.0/Microsoft.SemanticKernel.Core.xml,343013,,3,3,519964,65558
Microsoft.NET.Workload.Mono.ToolChain.Manifest-6.0.400.Msi.x64,6.0.36,ok,,0,,0,0,386019,65558
Microsoft.Azure.Functions.Worker.Extensions.DurableTask,1.19.0,ok,lib/net10.0/Microsoft.Azure.Functions.Worker.Extensions.DurableTask.xml,54870,README.md,3,3,270517,65558
log4net.Ext.Json,3.0.3,ok,,0,,2,0,70842,65558
Microsoft.Configuration.ConfigurationBuilders.Base,3.0.0,ok,lib/Net471/Microsoft.Configuration.ConfigurationBuilders.Base.xml,28351,docs/Readme.md,1,1,59605,59605
Xamarin.AndroidX.Emoji2.ViewsHelper,1.6.0.3,ok,lib/net9.0-android35.0/Xamarin.AndroidX.Emoji2.ViewsHelper.xml,160,readme.md,2,2,120162,65558
Microsoft.Maui.Sdk,10.0.101,ok,,0,README.md,0,0,43445,43445
Xamarin.AndroidX.ConstraintLayout.Core,1.1.2,ok,lib/net10.0-android36.0/Xamarin.AndroidX.ConstraintLayout.Core.xml,163,readme.md,2,2,2308470,65558
Microsoft.AspNetCore.SpaProxy,10.0.11,ok,,0,,1,0,58557,58557
Microsoft.NET.Workload.Emscripten.Manifest-6.0.400.Msi.x64,6.0.36,ok,,0,,0,0,370826,65558
Microsoft.SqlServer.Assessment,1.1.17,ok,lib/netstandard2.0/Microsoft.SqlServer.Assessment.xml,329392,README.md,3,3,974252,65558
Microsoft.Extensions.Globalization.CultureInfoCache,1.1.3,ok,lib/netstandard1.1/Microsoft.Extensions.Globalization.CultureInfoCache.xml,1239,,1,1,21068,21068
Volo.Abp.Authorization.Abstractions,10.6.0,ok,lib/net10.0/Volo.Abp.Authorization.Abstractions.xml,15325,,5,5,165617,65558
Xamarin.FFImageLoading.Forms,2.4.11.982,ok,lib/netstandard1.0/FFImageLoading.Forms.xml,20128,,12,12,221636,65558
Elastic.Apm.SqlClient,1.23.0,ok,lib/net462/Elastic.Apm.SqlClient.xml,536,,2,2,54957,54957
DotNetty.Handlers,0.7.6,ok,lib/net472/DotNetty.Handlers.xml,32431,,4,4,166050,65558
Avalonia,12.1.2,ok,lib/net10.0/Avalonia.xml,133,,44,44,10143223,65558
BitFaster.Caching,2.6.1,ok,lib/net10.0/BitFaster.Caching.xml,291914,ReadMe.md,4,4,425262,65558
Microsoft.NETCore.App.Runtime.Mono.iossimulator-arm64,10.0.11,ok,,0,,0,0,25726716,65558
Moq.EntityFrameworkCore,10.0.0.2,ok,lib/net10.0/Moq.EntityFrameworkCore.xml,2956,README.md,1,1,26462,26462
System.Data.SQLite.Linq,1.0.119,ok,,0,,5,0,305935,65558
Xamarin.AndroidX.Navigation.Runtime,2.9.8.1,ok,lib/net10.0-android36.0/Xamarin.AndroidX.Navigation.Runtime.xml,160,readme.md,2,2,79905,65558
EnterpriseLibrary.TransientFaultHandling,6.0.1304,ok,lib/portable-net45%2Bwin%2Bwp8/Microsoft.Practices.EnterpriseLibrary.TransientFaultHandling.xml,57354,Readme.txt,1,1,36876,36876
System.Data.HashFunction.Core,2.0.0,ok,lib/net45/System.Data.HashFunction.Core.xml,51111,,2,2,35381,35381
Xamarin.Android.Support.Media.Compat,28.0.0.3,ok,,0,,5,0,1808270,65558
Microsoft.NETCore.App.Runtime.Mono.ios-arm64,10.0.11,ok,,0,,0,0,25009678,65558
Microsoft.Azure.EventGrid,3.2.1,ok,,0,,4,0,255280,65558
Xunit.DependencyInjection,12.0.1,ok,lib/net472/Xunit.DependencyInjection.xml,53167,README.md,2,2,261336,65558
System.Data.HashFunction.Interfaces,2.0.0,ok,lib/net45/System.Data.HashFunction.Interfaces.xml,8023,,2,2,19523,19523
DotNetOpenAuth.Core,4.3.4.13329,ok,lib/net35-full/DotNetOpenAuth.Core.xml,605919,,3,3,496917,65558
runtime.ubuntu.14.04-x64.runtime.native.System.IO.Compression,4.3.2,ok,,0,,0,0,28915,28915
Cucumber.CucumberExpressions,20.1.0,ok,,0,,1,0,40997,40997
Xamarin.AndroidX.Navigation.Common,2.9.8.1,ok,lib/net10.0-android36.0/Xamarin.AndroidX.Navigation.Common.xml,159,readme.md,2,2,79173,65558
Duende.AccessTokenManagement,4.2.0,ok,lib/net10.0/Duende.AccessTokenManagement.xml,107143,README.md,3,3,379044,65558
SharpDX,4.2.0,ok,,0,,4,4,1050672,65558
Plugin.Permissions,6.0.1,ok,,0,readme.txt,9,0,130081,65558
runtime.ubuntu.14.04-x64.runtime.native.System,4.3.1,ok,,0,,0,0,74825,65558
protobuf-net.Grpc,1.3.14,ok,lib/net10.0/protobuf-net.Grpc.xml,66718,readme.md,5,5,590406,65558
Microsoft.NET.Sdk.Razor,3.1.32,ok,,0,,0,0,5515234,65558
Umbraco.Cms.Web.Common,18.1.1,ok,lib/net10.0/Umbraco.Web.Common.xml,295761,,1,1,205713,65558
OpenMcdf,3.3.0,ok,lib/net10.0/OpenMcdf.xml,39953,README.md,3,3,140433,65558
runtime.ubuntu.14.04-x64.runtime.native.System.Net.Http,4.3.1,ok,,0,,0,0,30886,30886
Microsoft.DurableTask.Abstractions,1.25.0,ok,lib/netstandard2.0/Microsoft.DurableTask.Abstractions.xml,202383,README.md,1,1,102392,65558
Volo.Abp.Auditing.Contracts,10.6.0,ok,lib/net10.0/Volo.Abp.Auditing.Contracts.xml,7381,,5,5,74076,65558
Microsoft.Maui.Controls.Build.Tasks,10.0.101,ok,,0,README.md,0,0,3087748,65558
SkiaSharp.NativeAssets.WebAssembly,4.151.2,ok,,0,README.md,0,0,67154512,65558
Autofac.Extras.Moq,8.0.1,ok,lib/net10.0/Autofac.Extras.Moq.xml,15250,README.md,4,4,64545,64545
Xamarin.Android.Support.v7.AppCompat,28.0.0.3,ok,,0,,6,0,5248512,65558
TeamCity.ServiceMessages,4.1.1,ok,,0,,7,0,169559,65558
Xamarin.AndroidX.Navigation.UI,2.9.8.1,ok,lib/net9.0-android35.0/Xamarin.AndroidX.Navigation.UI.xml,155,readme.md,2,2,216516,65558
Jaeger,1.0.3,ok,,0,,0,0,68276,65558
CloudNative.CloudEvents.SystemTextJson,2.9.0,ok,lib/net10.0/CloudNative.CloudEvents.SystemTextJson.xml,19276,,3,3,88116,65558
Acr.UserDialogs,9.2.2,ok,lib/net8.0/Acr.UserDialogs.xml,2538,readme.md,4,4,206294,65558
Xam.Plugin.Media,6.0.2,ok,lib/netstandard2.0/Plugin.Media.xml,20890,readme.txt,9,9,558504,65558
Microsoft.NETCore.Runtime,1.0.1,ok,,0,,0,0,17650,17650
Azure.Storage.Files.DataLake,12.27.1,ok,lib/net10.0/Azure.Storage.Files.DataLake.xml,1285704,README.md,3,3,1287622,65558
AsyncKeyedLock,8.0.2,ok,lib/net5.0/AsyncKeyedLock.xml,138770,README.md,7,7,400535,65558
python,3.14.7,ok,,0,tools/Lib/ctypes/macholib/README.ctypes,0,0,15623417,184161
AWSSDK.APIGateway,4.0.100.12,ok,lib/net472/AWSSDK.APIGateway.xml,2166548,,4,4,1126146,65558
WebDriverManager,2.17.7,ok,,0,README.md,3,0,63046,63046
Nancy,2.0.0,ok,lib/net452/Nancy.xml,1034913,,2,2,979165,65558
AWSSDK.Route53,4.0.100.12,ok,lib/net472/AWSSDK.Route53.xml,2019563,,4,4,1066434,65558
Volo.Abp.Ddd.Application.Contracts,10.6.0,ok,lib/net10.0/Volo.Abp.Ddd.Application.Contracts.xml,30305,,5,5,158880,65558
OpenIddict.EntityFrameworkCore.Models,7.7.0,ok,lib/net10.0/OpenIddict.EntityFrameworkCore.Models.xml,17294,,8,8,802447,65558
OpenIddict.EntityFrameworkCore,7.7.0,ok,lib/net10.0/OpenIddict.EntityFrameworkCore.xml,88555,,8,8,2025102,65558
AWSSDK,2.3.55.2,ok,,0,,5,0,21377985,65558
TextCopy,6.2.1,ok,lib/net6.0/TextCopy.xml,5241,,6,6,112200,65558
OpenIddict.AspNetCore,7.7.0,ok,,0,,0,0,18206,18206
NPoco,6.3.0,ok,,0,,5,0,806471,65558
Xamarin.AndroidX.Media,1.8.0.1,ok,lib/net9.0-android35.0/Xamarin.AndroidX.Media.xml,147,readme.md,2,2,937537,65558
SerilogTimings,3.1.0,ok,lib/net6.0/SerilogTimings.xml,19415,,2,2,35053,35053
Microsoft.WindowsDesktop.App.Runtime.win-x86,10.0.11,ok,,0,,0,0,36713357,65558
IronPdf,2026.9.2,ok,,0,README.txt,0,0,50179,50179
AntiXSS,4.3.0,ok,lib/net20/AntiXssLibrary.xml,199840,,5,5,511410,65558
Microsoft.AspNet.Mvc.FixedDisplayModes,5.3.0,ok,,0,readme.txt,0,0,36762,36762
Microsoft.DurableTask.Client,1.25.0,ok,lib/netstandard2.0/Microsoft.DurableTask.Client.xml,111209,README.md,1,1,70523,65558
JmesPath.Net.Parser,1.1.0,ok,,0,,8,0,319153,65558
Volo.Abp.Specifications,10.6.0,ok,lib/net10.0/Volo.Abp.Specifications.xml,17670,,5,5,94257,65558
Microsoft.DotNet.ILCompiler,10.0.11,ok,,0,,0,0,94749,65558
Volo.Abp.Http.Abstractions,10.6.0,ok,lib/net10.0/Volo.Abp.Http.Abstractions.xml,151,,5,5,67810,65558
MongoDB.Driver.Core.Extensions.DiagnosticSources,3.0.0,ok,,0,,4,0,36300,36300
Microsoft.Composition,1.0.31,ok,,0,,0,0,17826,17826
GraphQL.Server.Transports.AspNetCore,8.3.3,ok,lib/net5.0/GraphQL.Server.Transports.AspNetCore.xml,183445,README.md,6,6,717357,65558
Mapster.DependencyInjection,10.0.12,ok,,0,,4,0,34475,34475
AutoMapper.Extensions.EnumMapping,6.0.1,ok,lib/net10.0/AutoMapper.Extensions.EnumMapping.xml,5610,README.md,4,4,56548,56548
GeoJSON.Net,1.4.1,ok,,0,,5,0,91189,65558
ServiceStack,10.1.4,ok,lib/net10.0/ServiceStack.xml,623663,,4,4,8437512,65558
Serilog.Sinks.Map,2.0.0,ok,lib/net462/Serilog.Sinks.Map.xml,10594,README.md,5,5,74331,65558
Microsoft.Azure.Search.Common,10.1.0,ok,lib/net452/Microsoft.Azure.Search.Common.xml,23338,,4,4,89123,65558
AspNetCore.HealthChecks.Publisher.ApplicationInsights,9.0.0,ok,lib/net8.0/HealthChecks.Publisher.ApplicationInsights.xml,2464,,2,2,44699,44699
PostSharp,2026.0.16,ok,,0,,0,0,25599823,65558
KubernetesClient.Models,12.0.16,ok,lib/net6.0/KubernetesClient.Models.xml,2400888,,3,3,3820628,65558
RhinoMocks,3.6.1,ok,lib/net/Rhino.Mocks.xml,279081,,1,1,203440,65558
IoC.Container,1.3.8,ok,,0,,20,0,1676671,65558
Microsoft.NETCore.Runtime.Native,1.0.1,ok,,0,,0,0,17709,17709
NetTopologySuite.IO.GeoJSON,4.0.0,ok,lib/netstandard2.0/NetTopologySuite.IO.GeoJSON.xml,35984,,1,1,32242,32242
Umbraco.Cms.Infrastructure,18.1.1,ok,lib/net10.0/Umbraco.Infrastructure.xml,2862410,,1,1,1241573,65558
Ninject.Web.Common.WebHost,3.3.2,ok,lib/net45/Ninject.Web.Common.WebHost.xml,7080,,1,1,19331,19331
